m,word,D,L,n_optimal,min_tax_a1,note
10,1211222212,4,4,1,SKIPPED(m>8),
10,1211222221,4,4,1,SKIPPED(m>8),
10,1211222222,3,3,1,SKIPPED(m>8),
10,1212111111,8,8,1,SKIPPED(m>8),
10,1212111112,7,7,1,SKIPPED(m>8),
10,1212111121,7,7,1,SKIPPED(m>8),
10,1212111122,6,6,1,SKIPPED(m>8),
10,1212111211,7,7,1,SKIPPED(m>8),
10,1212111212,6,6,1,SKIPPED(m>8),
10,1212111221,6,6,1,SKIPPED(m>8),
10,1212111222,5,5,1,SKIPPED(m>8),
10,1212112111,7,7,1,SKIPPED(m>8),
10,1212112112,6,6,1,SKIPPED(m>8),
10,1212112121,6,6,1,SKIPPED(m>8),
10,1212112122,5,5,1,SKIPPED(m>8),
10,1212112211,6,6,1,SKIPPED(m>8),
10,1212112212,5,5,1,SKIPPED(m>8),
10,1212112221,5,5,1,SKIPPED(m>8),
10,1212112222,4,4,1,SKIPPED(m>8),
10,1212121111,7,7,1,SKIPPED(m>8),
10,1212121112,6,6,1,SKIPPED(m>8),
10,1212121121,6,6,1,SKIPPED(m>8),
10,1212121122,5,5,1,SKIPPED(m>8),
10,1212121211,6,6,1,SKIPPED(m>8),
10,1212121212,5,5,1,SKIPPED(m>8),
10,1212121221,5,5,1,SKIPPED(m>8),
10,1212121222,4,4,1,SKIPPED(m>8),
10,1212122111,6,6,1,SKIPPED(m>8),
10,1212122112,5,5,1,SKIPPED(m>8),
10,1212122121,5,5,1,SKIPPED(m>8),
10,1212122122,4,4,1,SKIPPED(m>8),
10,1212122211,5,5,1,SKIPPED(m>8),
10,1212122212,4,4,1,SKIPPED(m>8),
10,1212122221,4,4,1,SKIPPED(m>8),
10,1212122222,3,3,1,SKIPPED(m>8),
10,1212211111,7,7,1,SKIPPED(m>8),
10,1212211112,6,6,1,SKIPPED(m>8),
10,1212211121,6,6,1,SKIPPED(m>8),
10,1212211122,5,5,1,SKIPPED(m>8),
10,1212211211,6,6,1,SKIPPED(m>8),
10,1212211212,5,5,1,SKIPPED(m>8),
10,1212211221,5,5,1,SKIPPED(m>8),
10,1212211222,4,4,1,SKIPPED(m>8),
10,1212212111,6,6,1,SKIPPED(m>8),
10,1212212112,5,5,1,SKIPPED(m>8),
10,1212212121,5,5,1,SKIPPED(m>8),
10,1212212122,4,4,1,SKIPPED(m>8),
10,1212212211,5,5,1,SKIPPED(m>8),
10,1212212212,4,4,1,SKIPPED(m>8),
10,1212212221,4,4,1,SKIPPED(m>8),
10,1212212222,3,3,1,SKIPPED(m>8),
10,1212221111,6,6,1,SKIPPED(m>8),
10,1212221112,5,5,1,SKIPPED(m>8),
10,1212221121,5,5,1,SKIPPED(m>8),
10,1212221122,4,4,1,SKIPPED(m>8),
10,1212221211,5,5,1,SKIPPED(m>8),
10,1212221212,4,4,1,SKIPPED(m>8),
10,1212221221,4,4,1,SKIPPED(m>8),
10,1212221222,3,3,1,SKIPPED(m>8),
10,1212222111,5,5,1,SKIPPED(m>8),
10,1212222112,4,4,1,SKIPPED(m>8),
10,1212222121,4,4,1,SKIPPED(m>8),
10,1212222122,3,3,1,SKIPPED(m>8),
10,1212222211,4,4,1,SKIPPED(m>8),
10,1212222212,3,3,1,SKIPPED(m>8),
10,1212222221,3,3,1,SKIPPED(m>8),
10,1212222222,2,2,1,SKIPPED(m>8),
10,1221111111,8,8,1,SKIPPED(m>8),
10,1221111112,7,7,1,SKIPPED(m>8),
10,1221111121,7,7,1,SKIPPED(m>8),
10,1221111122,6,6,1,SKIPPED(m>8),
10,1221111211,7,7,1,SKIPPED(m>8),
10,1221111212,6,6,1,SKIPPED(m>8),
10,1221111221,6,6,1,SKIPPED(m>8),
10,1221111222,5,5,1,SKIPPED(m>8),
10,1221112111,7,7,1,SKIPPED(m>8),
10,1221112112,6,6,1,SKIPPED(m>8),
10,1221112121,6,6,1,SKIPPED(m>8),
10,1221112122,5,5,1,SKIPPED(m>8),
10,1221112211,6,6,1,SKIPPED(m>8),
10,1221112212,5,5,1,SKIPPED(m>8),
10,1221112221,5,5,1,SKIPPED(m>8),
10,1221112222,4,4,1,SKIPPED(m>8),
10,1221121111,7,7,1,SKIPPED(m>8),
10,1221121112,6,6,1,SKIPPED(m>8),
10,1221121121,6,6,1,SKIPPED(m>8),
10,1221121122,5,5,1,SKIPPED(m>8),
10,1221121211,6,6,1,SKIPPED(m>8),
10,1221121212,5,5,1,SKIPPED(m>8),
10,1221121221,5,5,1,SKIPPED(m>8),
10,1221121222,4,4,1,SKIPPED(m>8),
10,1221122111,6,6,1,SKIPPED(m>8),
10,1221122112,5,5,1,SKIPPED(m>8),
10,1221122121,5,5,1,SKIPPED(m>8),
10,1221122122,4,4,1,SKIPPED(m>8),
10,1221122211,5,5,1,SKIPPED(m>8),
10,1221122212,4,4,1,SKIPPED(m>8),
10,1221122221,4,4,1,SKIPPED(m>8),
10,1221122222,3,3,1,SKIPPED(m>8),
10,1221211111,7,7,1,SKIPPED(m>8),
10,1221211112,6,6,1,SKIPPED(m>8),
10,1221211121,6,6,1,SKIPPED(m>8),
10,1221211122,5,5,1,SKIPPED(m>8),
10,1221211211,6,6,1,SKIPPED(m>8),
10,1221211212,5,5,1,SKIPPED(m>8),
10,1221211221,5,5,1,SKIPPED(m>8),
10,1221211222,4,4,1,SKIPPED(m>8),
10,1221212111,6,6,1,SKIPPED(m>8),
10,1221212112,5,5,1,SKIPPED(m>8),
10,1221212121,5,5,1,SKIPPED(m>8),
10,1221212122,4,4,1,SKIPPED(m>8),
10,1221212211,5,5,1,SKIPPED(m>8),
10,1221212212,4,4,1,SKIPPED(m>8),
10,1221212221,4,4,1,SKIPPED(m>8),
10,1221212222,3,3,1,SKIPPED(m>8),
10,1221221111,6,6,1,SKIPPED(m>8),
10,1221221112,5,5,1,SKIPPED(m>8),
10,1221221121,5,5,1,SKIPPED(m>8),
10,1221221122,4,4,1,SKIPPED(m>8),
10,1221221211,5,5,1,SKIPPED(m>8),
10,1221221212,4,4,1,SKIPPED(m>8),
10,1221221221,4,4,1,SKIPPED(m>8),
10,1221221222,3,3,1,SKIPPED(m>8),
10,1221222111,5,5,1,SKIPPED(m>8),
10,1221222112,4,4,1,SKIPPED(m>8),
10,1221222121,4,4,1,SKIPPED(m>8),
10,1221222122,3,3,1,SKIPPED(m>8),
10,1221222211,4,4,1,SKIPPED(m>8),
10,1221222212,3,3,1,SKIPPED(m>8),
10,1221222221,3,3,1,SKIPPED(m>8),
10,1221222222,2,2,1,SKIPPED(m>8),
10,1222111111,7,7,1,SKIPPED(m>8),
10,1222111112,6,6,1,SKIPPED(m>8),
10,1222111121,6,6,1,SKIPPED(m>8),
10,1222111122,5,5,1,SKIPPED(m>8),
10,1222111211,6,6,1,SKIPPED(m>8),
10,1222111212,5,5,1,SKIPPED(m>8),
10,1222111221,5,5,1,SKIPPED(m>8),
10,1222111222,4,4,1,SKIPPED(m>8),
10,1222112111,6,6,1,SKIPPED(m>8),
10,1222112112,5,5,1,SKIPPED(m>8),
10,1222112121,5,5,1,SKIPPED(m>8),
10,1222112122,4,4,1,SKIPPED(m>8),
10,1222112211,5,5,1,SKIPPED(m>8),
10,1222112212,4,4,1,SKIPPED(m>8),
10,1222112221,4,4,1,SKIPPED(m>8),
10,1222112222,3,3,1,SKIPPED(m>8),
10,1222121111,6,6,1,SKIPPED(m>8),
10,1222121112,5,5,1,SKIPPED(m>8),
10,1222121121,5,5,1,SKIPPED(m>8),
10,1222121122,4,4,1,SKIPPED(m>8),
10,1222121211,5,5,1,SKIPPED(m>8),
10,1222121212,4,4,1,SKIPPED(m>8),
10,1222121221,4,4,1,SKIPPED(m>8),
10,1222121222,3,3,1,SKIPPED(m>8),
10,1222122111,5,5,1,SKIPPED(m>8),
10,1222122112,4,4,1,SKIPPED(m>8),
10,1222122121,4,4,1,SKIPPED(m>8),
10,1222122122,3,3,1,SKIPPED(m>8),
10,1222122211,4,4,1,SKIPPED(m>8),
10,1222122212,3,3,1,SKIPPED(m>8),
10,1222122221,3,3,1,SKIPPED(m>8),
10,1222122222,2,2,1,SKIPPED(m>8),
10,1222211111,6,6,1,SKIPPED(m>8),
10,1222211112,5,5,1,SKIPPED(m>8),
10,1222211121,5,5,1,SKIPPED(m>8),
10,1222211122,4,4,1,SKIPPED(m>8),
10,1222211211,5,5,1,SKIPPED(m>8),
10,1222211212,4,4,1,SKIPPED(m>8),
10,1222211221,4,4,1,SKIPPED(m>8),
10,1222211222,3,3,1,SKIPPED(m>8),
10,1222212111,5,5,1,SKIPPED(m>8),
10,1222212112,4,4,1,SKIPPED(m>8),
10,1222212121,4,4,1,SKIPPED(m>8),
10,1222212122,3,3,1,SKIPPED(m>8),
10,1222212211,4,4,1,SKIPPED(m>8),
10,1222212212,3,3,1,SKIPPED(m>8),
10,1222212221,3,3,1,SKIPPED(m>8),
10,1222212222,2,2,1,SKIPPED(m>8),
10,1222221111,5,5,1,SKIPPED(m>8),
10,1222221112,4,4,1,SKIPPED(m>8),
10,1222221121,4,4,1,SKIPPED(m>8),
10,1222221122,3,3,1,SKIPPED(m>8),
10,1222221211,4,4,1,SKIPPED(m>8),
10,1222221212,3,3,1,SKIPPED(m>8),
10,1222221221,3,3,1,SKIPPED(m>8),
10,1222221222,2,2,1,SKIPPED(m>8),
10,1222222111,4,4,1,SKIPPED(m>8),
10,1222222112,3,3,1,SKIPPED(m>8),
10,1222222121,3,3,1,SKIPPED(m>8),
10,1222222122,2,2,1,SKIPPED(m>8),
10,1222222211,3,3,1,SKIPPED(m>8),
10,1222222212,2,2,1,SKIPPED(m>8),
10,1222222221,2,2,1,SKIPPED(m>8),
10,1222222222,1,1,1,SKIPPED(m>8),
10,2111111111,9,9,1,SKIPPED(m>8),
10,2111111112,8,8,1,SKIPPED(m>8),
10,2111111121,8,8,1,SKIPPED(m>8),
10,2111111122,7,7,1,SKIPPED(m>8),
10,2111111211,8,8,1,SKIPPED(m>8),
10,2111111212,7,7,1,SKIPPED(m>8),
10,2111111221,7,7,1,SKIPPED(m>8),
10,2111111222,6,6,1,SKIPPED(m>8),
10,2111112111,8,8,1,SKIPPED(m>8),
10,2111112112,7,7,1,SKIPPED(m>8),
10,2111112121,7,7,1,SKIPPED(m>8),
10,2111112122,6,6,1,SKIPPED(m>8),
10,2111112211,7,7,1,SKIPPED(m>8),
10,2111112212,6,6,1,SKIPPED(m>8),
10,2111112221,6,6,1,SKIPPED(m>8),
10,2111112222,5,5,1,SKIPPED(m>8),
10,2111121111,8,8,1,SKIPPED(m>8),
10,2111121112,7,7,1,SKIPPED(m>8),
10,2111121121,7,7,1,SKIPPED(m>8),
10,2111121122,6,6,1,SKIPPED(m>8),
10,2111121211,7,7,1,SKIPPED(m>8),
10,2111121212,6,6,1,SKIPPED(m>8),
10,2111121221,6,6,1,SKIPPED(m>8),
10,2111121222,5,5,1,SKIPPED(m>8),
10,2111122111,7,7,1,SKIPPED(m>8),
10,2111122112,6,6,1,SKIPPED(m>8),
10,2111122121,6,6,1,SKIPPED(m>8),
10,2111122122,5,5,1,SKIPPED(m>8),
10,2111122211,6,6,1,SKIPPED(m>8),
10,2111122212,5,5,1,SKIPPED(m>8),
10,2111122221,5,5,1,SKIPPED(m>8),
10,2111122222,4,4,1,SKIPPED(m>8),
10,2111211111,8,8,1,SKIPPED(m>8),
10,2111211112,7,7,1,SKIPPED(m>8),
10,2111211121,7,7,1,SKIPPED(m>8),
10,2111211122,6,6,1,SKIPPED(m>8),
10,2111211211,7,7,1,SKIPPED(m>8),
10,2111211212,6,6,1,SKIPPED(m>8),
10,2111211221,6,6,1,SKIPPED(m>8),
10,2111211222,5,5,1,SKIPPED(m>8),
10,2111212111,7,7,1,SKIPPED(m>8),
10,2111212112,6,6,1,SKIPPED(m>8),
10,2111212121,6,6,1,SKIPPED(m>8),
10,2111212122,5,5,1,SKIPPED(m>8),
10,2111212211,6,6,1,SKIPPED(m>8),
10,2111212212,5,5,1,SKIPPED(m>8),
10,2111212221,5,5,1,SKIPPED(m>8),
10,2111212222,4,4,1,SKIPPED(m>8),
10,2111221111,7,7,1,SKIPPED(m>8),
10,2111221112,6,6,1,SKIPPED(m>8),
10,2111221121,6,6,1,SKIPPED(m>8),
10,2111221122,5,5,1,SKIPPED(m>8),
10,2111221211,6,6,1,SKIPPED(m>8),
10,2111221212,5,5,1,SKIPPED(m>8),
10,2111221221,5,5,1,SKIPPED(m>8),
10,2111221222,4,4,1,SKIPPED(m>8),
10,2111222111,6,6,1,SKIPPED(m>8),
10,2111222112,5,5,1,SKIPPED(m>8),
10,2111222121,5,5,1,SKIPPED(m>8),
10,2111222122,4,4,1,SKIPPED(m>8),
10,2111222211,5,5,1,SKIPPED(m>8),
10,2111222212,4,4,1,SKIPPED(m>8),
10,2111222221,4,4,1,SKIPPED(m>8),
10,2111222222,3,3,1,SKIPPED(m>8),
10,2112111111,8,8,1,SKIPPED(m>8),
10,2112111112,7,7,1,SKIPPED(m>8),
10,2112111121,7,7,1,SKIPPED(m>8),
10,2112111122,6,6,1,SKIPPED(m>8),
10,2112111211,7,7,1,SKIPPED(m>8),
10,2112111212,6,6,1,SKIPPED(m>8),
10,2112111221,6,6,1,SKIPPED(m>8),
10,2112111222,5,5,1,SKIPPED(m>8),
10,2112112111,7,7,1,SKIPPED(m>8),
10,2112112112,6,6,1,SKIPPED(m>8),
10,2112112121,6,6,1,SKIPPED(m>8),
10,2112112122,5,5,1,SKIPPED(m>8),
10,2112112211,6,6,1,SKIPPED(m>8),
10,2112112212,5,5,1,SKIPPED(m>8),
10,2112112221,5,5,1,SKIPPED(m>8),
10,2112112222,4,4,1,SKIPPED(m>8),
10,2112121111,7,7,1,SKIPPED(m>8),
10,2112121112,6,6,1,SKIPPED(m>8),
10,2112121121,6,6,1,SKIPPED(m>8),
10,2112121122,5,5,1,SKIPPED(m>8),
10,2112121211,6,6,1,SKIPPED(m>8),
10,2112121212,5,5,1,SKIPPED(m>8),
10,2112121221,5,5,1,SKIPPED(m>8),
10,2112121222,4,4,1,SKIPPED(m>8),
10,2112122111,6,6,1,SKIPPED(m>8),
10,2112122112,5,5,1,SKIPPED(m>8),
10,2112122121,5,5,1,SKIPPED(m>8),
10,2112122122,4,4,1,SKIPPED(m>8),
10,2112122211,5,5,1,SKIPPED(m>8),
10,2112122212,4,4,1,SKIPPED(m>8),
10,2112122221,4,4,1,SKIPPED(m>8),
10,2112122222,3,3,1,SKIPPED(m>8),
10,2112211111,7,7,1,SKIPPED(m>8),
10,2112211112,6,6,1,SKIPPED(m>8),
10,2112211121,6,6,1,SKIPPED(m>8),
10,2112211122,5,5,1,SKIPPED(m>8),
10,2112211211,6,6,1,SKIPPED(m>8),
10,2112211212,5,5,1,SKIPPED(m>8),
10,2112211221,5,5,1,SKIPPED(m>8),
10,2112211222,4,4,1,SKIPPED(m>8),
10,2112212111,6,6,1,SKIPPED(m>8),
10,2112212112,5,5,1,SKIPPED(m>8),
10,2112212121,5,5,1,SKIPPED(m>8),
10,2112212122,4,4,1,SKIPPED(m>8),
10,2112212211,5,5,1,SKIPPED(m>8),
10,2112212212,4,4,1,SKIPPED(m>8),
10,2112212221,4,4,1,SKIPPED(m>8),
10,2112212222,3,3,1,SKIPPED(m>8),
10,2112221111,6,6,1,SKIPPED(m>8),
10,2112221112,5,5,1,SKIPPED(m>8),
10,2112221121,5,5,1,SKIPPED(m>8),
10,2112221122,4,4,1,SKIPPED(m>8),
10,2112221211,5,5,1,SKIPPED(m>8),
10,2112221212,4,4,1,SKIPPED(m>8),
10,2112221221,4,4,1,SKIPPED(m>8),
10,2112221222,3,3,1,SKIPPED(m>8),
10,2112222111,5,5,1,SKIPPED(m>8),
10,2112222112,4,4,1,SKIPPED(m>8),
10,2112222121,4,4,1,SKIPPED(m>8),
10,2112222122,3,3,1,SKIPPED(m>8),
10,2112222211,4,4,1,SKIPPED(m>8),
10,2112222212,3,3,1,SKIPPED(m>8),
10,2112222221,3,3,1,SKIPPED(m>8),
10,2112222222,2,2,1,SKIPPED(m>8),
10,2121111111,8,8,1,SKIPPED(m>8),
10,2121111112,7,7,1,SKIPPED(m>8),
10,2121111121,7,7,1,SKIPPED(m>8),
10,2121111122,6,6,1,SKIPPED(m>8),
10,2121111211,7,7,1,SKIPPED(m>8),
10,2121111212,6,6,1,SKIPPED(m>8),
10,2121111221,6,6,1,SKIPPED(m>8),
10,2121111222,5,5,1,SKIPPED(m>8),
10,2121112111,7,7,1,SKIPPED(m>8),
10,2121112112,6,6,1,SKIPPED(m>8),
10,2121112121,6,6,1,SKIPPED(m>8),
10,2121112122,5,5,1,SKIPPED(m>8),
10,2121112211,6,6,1,SKIPPED(m>8),
10,2121112212,5,5,1,SKIPPED(m>8),
10,2121112221,5,5,1,SKIPPED(m>8),
10,2121112222,4,4,1,SKIPPED(m>8),
10,2121121111,7,7,1,SKIPPED(m>8),
10,2121121112,6,6,1,SKIPPED(m>8),
10,2121121121,6,6,1,SKIPPED(m>8),
10,2121121122,5,5,1,SKIPPED(m>8),
10,2121121211,6,6,1,SKIPPED(m>8),
10,2121121212,5,5,1,SKIPPED(m>8),
10,2121121221,5,5,1,SKIPPED(m>8),
10,2121121222,4,4,1,SKIPPED(m>8),
10,2121122111,6,6,1,SKIPPED(m>8),
10,2121122112,5,5,1,SKIPPED(m>8),
10,2121122121,5,5,1,SKIPPED(m>8),
10,2121122122,4,4,1,SKIPPED(m>8),
10,2121122211,5,5,1,SKIPPED(m>8),
10,2121122212,4,4,1,SKIPPED(m>8),
10,2121122221,4,4,1,SKIPPED(m>8),
10,2121122222,3,3,1,SKIPPED(m>8),
10,2121211111,7,7,1,SKIPPED(m>8),
10,2121211112,6,6,1,SKIPPED(m>8),
10,2121211121,6,6,1,SKIPPED(m>8),
10,2121211122,5,5,1,SKIPPED(m>8),
10,2121211211,6,6,1,SKIPPED(m>8),
10,2121211212,5,5,1,SKIPPED(m>8),
10,2121211221,5,5,1,SKIPPED(m>8),
10,2121211222,4,4,1,SKIPPED(m>8),
10,2121212111,6,6,1,SKIPPED(m>8),
10,2121212112,5,5,1,SKIPPED(m>8),
10,2121212121,5,5,1,SKIPPED(m>8),
10,2121212122,4,4,1,SKIPPED(m>8),
10,2121212211,5,5,1,SKIPPED(m>8),
10,2121212212,4,4,1,SKIPPED(m>8),
10,2121212221,4,4,1,SKIPPED(m>8),
10,2121212222,3,3,1,SKIPPED(m>8),
10,2121221111,6,6,1,SKIPPED(m>8),
10,2121221112,5,5,1,SKIPPED(m>8),
10,2121221121,5,5,1,SKIPPED(m>8),
10,2121221122,4,4,1,SKIPPED(m>8),
10,2121221211,5,5,1,SKIPPED(m>8),
10,2121221212,4,4,1,SKIPPED(m>8),
10,2121221221,4,4,1,SKIPPED(m>8),
10,2121221222,3,3,1,SKIPPED(m>8),
10,2121222111,5,5,1,SKIPPED(m>8),
10,2121222112,4,4,1,SKIPPED(m>8),
10,2121222121,4,4,1,SKIPPED(m>8),
10,2121222122,3,3,1,SKIPPED(m>8),
10,2121222211,4,4,1,SKIPPED(m>8),
10,2121222212,3,3,1,SKIPPED(m>8),
10,2121222221,3,3,1,SKIPPED(m>8),
10,2121222222,2,2,1,SKIPPED(m>8),
10,2122111111,7,7,1,SKIPPED(m>8),
10,2122111112,6,6,1,SKIPPED(m>8),
10,2122111121,6,6,1,SKIPPED(m>8),
10,2122111122,5,5,1,SKIPPED(m>8),
10,2122111211,6,6,1,SKIPPED(m>8),
10,2122111212,5,5,1,SKIPPED(m>8),
10,2122111221,5,5,1,SKIPPED(m>8),
10,2122111222,4,4,1,SKIPPED(m>8),
10,2122112111,6,6,1,SKIPPED(m>8),
10,2122112112,5,5,1,SKIPPED(m>8),
10,2122112121,5,5,1,SKIPPED(m>8),
10,2122112122,4,4,1,SKIPPED(m>8),
10,2122112211,5,5,1,SKIPPED(m>8),
10,2122112212,4,4,1,SKIPPED(m>8),
10,2122112221,4,4,1,SKIPPED(m>8),
10,2122112222,3,3,1,SKIPPED(m>8),
10,2122121111,6,6,1,SKIPPED(m>8),
10,2122121112,5,5,1,SKIPPED(m>8),
10,2122121121,5,5,1,SKIPPED(m>8),
10,2122121122,4,4,1,SKIPPED(m>8),
10,2122121211,5,5,1,SKIPPED(m>8),
10,2122121212,4,4,1,SKIPPED(m>8),
10,2122121221,4,4,1,SKIPPED(m>8),
10,2122121222,3,3,1,SKIPPED(m>8),
10,2122122111,5,5,1,SKIPPED(m>8),
10,2122122112,4,4,1,SKIPPED(m>8),
10,2122122121,4,4,1,SKIPPED(m>8),
10,2122122122,3,3,1,SKIPPED(m>8),
10,2122122211,4,4,1,SKIPPED(m>8),
10,2122122212,3,3,1,SKIPPED(m>8),
10,2122122221,3,3,1,SKIPPED(m>8),
10,2122122222,2,2,1,SKIPPED(m>8),
10,2122211111,6,6,1,SKIPPED(m>8),
10,2122211112,5,5,1,SKIPPED(m>8),
10,2122211121,5,5,1,SKIPPED(m>8),
10,2122211122,4,4,1,SKIPPED(m>8),
10,2122211211,5,5,1,SKIPPED(m>8),
10,2122211212,4,4,1,SKIPPED(m>8),
10,2122211221,4,4,1,SKIPPED(m>8),
10,2122211222,3,3,1,SKIPPED(m>8),
10,2122212111,5,5,1,SKIPPED(m>8),
10,2122212112,4,4,1,SKIPPED(m>8),
10,2122212121,4,4,1,SKIPPED(m>8),
10,2122212122,3,3,1,SKIPPED(m>8),
10,2122212211,4,4,1,SKIPPED(m>8),
10,2122212212,3,3,1,SKIPPED(m>8),
10,2122212221,3,3,1,SKIPPED(m>8),
10,2122212222,2,2,1,SKIPPED(m>8),
10,2122221111,5,5,1,SKIPPED(m>8),
10,2122221112,4,4,1,SKIPPED(m>8),
10,2122221121,4,4,1,SKIPPED(m>8),
10,2122221122,3,3,1,SKIPPED(m>8),
10,2122221211,4,4,1,SKIPPED(m>8),
10,2122221212,3,3,1,SKIPPED(m>8),
10,2122221221,3,3,1,SKIPPED(m>8),
10,2122221222,2,2,1,SKIPPED(m>8),
10,2122222111,4,4,1,SKIPPED(m>8),
10,2122222112,3,3,1,SKIPPED(m>8),
10,2122222121,3,3,1,SKIPPED(m>8),
10,2122222122,2,2,1,SKIPPED(m>8),
10,2122222211,3,3,1,SKIPPED(m>8),
10,2122222212,2,2,1,SKIPPED(m>8),
10,2122222221,2,2,1,SKIPPED(m>8),
10,2122222222,1,1,1,SKIPPED(m>8),
10,2211111111,8,8,1,SKIPPED(m>8),
10,2211111112,7,7,1,SKIPPED(m>8),
10,2211111121,7,7,1,SKIPPED(m>8),
10,2211111122,6,6,1,SKIPPED(m>8),
10,2211111211,7,7,1,SKIPPED(m>8),
10,2211111212,6,6,1,SKIPPED(m>8),
10,2211111221,6,6,1,SKIPPED(m>8),
10,2211111222,5,5,1,SKIPPED(m>8),
10,2211112111,7,7,1,SKIPPED(m>8),
10,2211112112,6,6,1,SKIPPED(m>8),
10,2211112121,6,6,1,SKIPPED(m>8),
10,2211112122,5,5,1,SKIPPED(m>8),
10,2211112211,6,6,1,SKIPPED(m>8),
10,2211112212,5,5,1,SKIPPED(m>8),
10,2211112221,5,5,1,SKIPPED(m>8),
10,2211112222,4,4,1,SKIPPED(m>8),
10,2211121111,7,7,1,SKIPPED(m>8),
10,2211121112,6,6,1,SKIPPED(m>8),
10,2211121121,6,6,1,SKIPPED(m>8),
10,2211121122,5,5,1,SKIPPED(m>8),
10,2211121211,6,6,1,SKIPPED(m>8),
10,2211121212,5,5,1,SKIPPED(m>8),
10,2211121221,5,5,1,SKIPPED(m>8),
10,2211121222,4,4,1,SKIPPED(m>8),
10,2211122111,6,6,1,SKIPPED(m>8),
10,2211122112,5,5,1,SKIPPED(m>8),
10,2211122121,5,5,1,SKIPPED(m>8),
10,2211122122,4,4,1,SKIPPED(m>8),
10,2211122211,5,5,1,SKIPPED(m>8),
10,2211122212,4,4,1,SKIPPED(m>8),
10,2211122221,4,4,1,SKIPPED(m>8),
10,2211122222,3,3,1,SKIPPED(m>8),
10,2211211111,7,7,1,SKIPPED(m>8),
10,2211211112,6,6,1,SKIPPED(m>8),
10,2211211121,6,6,1,SKIPPED(m>8),
10,2211211122,5,5,1,SKIPPED(m>8),
10,2211211211,6,6,1,SKIPPED(m>8),
10,2211211212,5,5,1,SKIPPED(m>8),
10,2211211221,5,5,1,SKIPPED(m>8),
10,2211211222,4,4,1,SKIPPED(m>8),
10,2211212111,6,6,1,SKIPPED(m>8),
10,2211212112,5,5,1,SKIPPED(m>8),
10,2211212121,5,5,1,SKIPPED(m>8),
10,2211212122,4,4,1,SKIPPED(m>8),
10,2211212211,5,5,1,SKIPPED(m>8),
10,2211212212,4,4,1,SKIPPED(m>8),
10,2211212221,4,4,1,SKIPPED(m>8),
10,2211212222,3,3,1,SKIPPED(m>8),
10,2211221111,6,6,1,SKIPPED(m>8),
10,2211221112,5,5,1,SKIPPED(m>8),
10,2211221121,5,5,1,SKIPPED(m>8),
10,2211221122,4,4,1,SKIPPED(m>8),
10,2211221211,5,5,1,SKIPPED(m>8),
10,2211221212,4,4,1,SKIPPED(m>8),
10,2211221221,4,4,1,SKIPPED(m>8),
10,2211221222,3,3,1,SKIPPED(m>8),
10,2211222111,5,5,1,SKIPPED(m>8),
10,2211222112,4,4,1,SKIPPED(m>8),
10,2211222121,4,4,1,SKIPPED(m>8),
10,2211222122,3,3,1,SKIPPED(m>8),
10,2211222211,4,4,1,SKIPPED(m>8),
10,2211222212,3,3,1,SKIPPED(m>8),
10,2211222221,3,3,1,SKIPPED(m>8),
10,2211222222,2,2,1,SKIPPED(m>8),
10,2212111111,7,7,1,SKIPPED(m>8),
10,2212111112,6,6,1,SKIPPED(m>8),
10,2212111121,6,6,1,SKIPPED(m>8),
10,2212111122,5,5,1,SKIPPED(m>8),
10,2212111211,6,6,1,SKIPPED(m>8),
10,2212111212,5,5,1,SKIPPED(m>8),
10,2212111221,5,5,1,SKIPPED(m>8),
10,2212111222,4,4,1,SKIPPED(m>8),
10,2212112111,6,6,1,SKIPPED(m>8),
10,2212112112,5,5,1,SKIPPED(m>8),
10,2212112121,5,5,1,SKIPPED(m>8),
10,2212112122,4,4,1,SKIPPED(m>8),
10,2212112211,5,5,1,SKIPPED(m>8),
10,2212112212,4,4,1,SKIPPED(m>8),
10,2212112221,4,4,1,SKIPPED(m>8),
10,2212112222,3,3,1,SKIPPED(m>8),
10,2212121111,6,6,1,SKIPPED(m>8),
10,2212121112,5,5,1,SKIPPED(m>8),
10,2212121121,5,5,1,SKIPPED(m>8),
10,2212121122,4,4,1,SKIPPED(m>8),
10,2212121211,5,5,1,SKIPPED(m>8),
10,2212121212,4,4,1,SKIPPED(m>8),
10,2212121221,4,4,1,SKIPPED(m>8),
10,2212121222,3,3,1,SKIPPED(m>8),
10,2212122111,5,5,1,SKIPPED(m>8),
10,2212122112,4,4,1,SKIPPED(m>8),
10,2212122121,4,4,1,SKIPPED(m>8),
10,2212122122,3,3,1,SKIPPED(m>8),
10,2212122211,4,4,1,SKIPPED(m>8),
10,2212122212,3,3,1,SKIPPED(m>8),
10,2212122221,3,3,1,SKIPPED(m>8),
10,2212122222,2,2,1,SKIPPED(m>8),
10,2212211111,6,6,1,SKIPPED(m>8),
10,2212211112,5,5,1,SKIPPED(m>8),
10,2212211121,5,5,1,SKIPPED(m>8),
10,2212211122,4,4,1,SKIPPED(m>8),
10,2212211211,5,5,1,SKIPPED(m>8),
10,2212211212,4,4,1,SKIPPED(m>8),
10,2212211221,4,4,1,SKIPPED(m>8),
10,2212211222,3,3,1,SKIPPED(m>8),
10,2212212111,5,5,1,SKIPPED(m>8),
10,2212212112,4,4,1,SKIPPED(m>8),
10,2212212121,4,4,1,SKIPPED(m>8),
10,2212212122,3,3,1,SKIPPED(m>8),
