family,m,target_r,D_actual,model_prediction,best_ray,entry_len,entry_cost,ray_cost,candidates
golden-per8,3,11,1,2,+1,2,1,1,"[('+1', 2, 1, 1, 2)]"
golden-per8,3,19,2,3,+1,2,2,1,"[('+1', 2, 2, 1, 3)]"
golden-per8,3,23,3,4,+1,2,3,1,"[('+1', 2, 3, 1, 4)]"
golden-per8,3,25,4,5,+1,2,4,1,"[('+1', 2, 4, 1, 5)]"
golden-per8,3,11,1,2,+1,2,1,1,"[('+1', 2, 1, 1, 2)]"
golden-per8,3,19,2,3,+1,2,2,1,"[('+1', 2, 2, 1, 3)]"
golden-per8,3,23,3,4,+1,2,3,1,"[('+1', 2, 3, 1, 4)]"
golden-per8,3,25,4,5,+1,2,4,1,"[('+1', 2, 4, 1, 5)]"
golden-per8,4,11,1,2,+1,2,1,1,"[('+1', 2, 1, 1, 2)]"
golden-per8,4,16,4,3,+1,3,3,0,"[('+1', 3, 3, 0, 3)]"
golden-per8,4,23,3,4,+1,2,3,1,"[('+1', 2, 3, 1, 4)]"
golden-per8,4,11,1,2,+1,2,1,1,"[('+1', 2, 1, 1, 2)]"
golden-per8,4,16,4,3,+1,3,3,0,"[('+1', 3, 3, 0, 3)]"
golden-per8,4,23,3,4,+1,2,3,1,"[('+1', 2, 3, 1, 4)]"
golden-per8,4,32,3,2,+1,3,2,0,"[('+1', 3, 2, 0, 2)]"
golden-per8,4,46,2,3,+1,2,2,1,"[('+1', 2, 2, 1, 3)]"
golden-per8,4,47,1,0,+1,3,0,0,"[('+1', 3, 0, 0, 0)]"
golden-per8,4,52,4,5,+1,2,4,1,"[('+1', 2, 4, 1, 5)]"
golden-per8,4,64,2,1,+1,3,1,0,"[('+1', 3, 1, 0, 1)]"
golden-per8,4,67,1,0,+1,3,0,0,"[('+1', 3, 0, 0, 0)]"
golden-per8,5,4,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1)]"
golden-per8,5,8,1,0,+1,5,0,0,"[('+1', 5, 0, 0, 0)]"
golden-per8,5,23,4,5,+1,2,3,2,"[('+1', 2, 3, 2, 5)]"
golden-per8,5,4,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1)]"
golden-per8,5,8,1,0,+1,5,0,0,"[('+1', 5, 0, 0, 0)]"
golden-per8,5,23,4,5,+1,2,3,2,"[('+1', 2, 3, 2, 5)]"
golden-per8,5,43,4,3,+1,4,2,1,"[('+1', 4, 2, 1, 3)]"
golden-per8,5,46,3,4,+1,2,2,2,"[('+1', 2, 2, 2, 4)]"
golden-per8,5,65,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1)]"
golden-per8,5,77,4,3,+1,5,3,0,"[('+1', 5, 3, 0, 3)]"
golden-per8,6,1,2,0,-1,6,0,0,"[('+1', 0, 0, 2, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,2,1,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,4,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,5,2,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,7,4,2,-1,6,2,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,6,8,1,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,10,1,-1,-1,6,-1,0,"[('+1', 5, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,6,11,2,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,13,1,-1,-1,6,-1,0,"[('+1', 4, 0, 1, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,14,3,1,-1,6,1,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,6,16,6,3,-1,6,3,0,"[('+1', 5, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,6,17,2,-1,-1,6,-1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,19,3,0,-1,6,0,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 0, 0, 0)]"
golden-per8,6,20,0,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,22,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,23,4,2,-1,6,2,0,"[('+1', 2, 3, 2, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,6,25,5,3,-1,6,3,0,"[('+1', 4, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,6,26,0,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,1,2,0,-1,6,0,0,"[('+1', 0, 0, 2, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,2,1,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,4,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,5,2,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,7,4,2,-1,6,2,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,6,8,1,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,10,1,-1,-1,6,-1,0,"[('+1', 5, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,6,11,2,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,13,1,-1,-1,6,-1,0,"[('+1', 4, 0, 1, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,14,3,1,-1,6,1,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,6,16,6,3,-1,6,3,0,"[('+1', 5, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,6,17,2,-1,-1,6,-1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,19,3,0,-1,6,0,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 0, 0, 0)]"
golden-per8,6,20,0,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,22,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,23,4,2,-1,6,2,0,"[('+1', 2, 3, 2, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,6,25,5,3,-1,6,3,0,"[('+1', 4, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,6,26,0,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,28,2,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,29,1,-2,-1,6,-2,0,"[('+1', 6, 2, 0, 2), ('-1', 6, -2, 0, -2)]"
golden-per8,6,31,3,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,32,5,2,-1,6,2,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,6,34,4,2,-1,6,2,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,6,35,3,1,-1,6,1,0,"[('+1', 3, 2, 1, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,6,37,3,0,-1,6,0,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,38,2,-1,-1,6,-1,0,"[('+1', 6, 2, 0, 2), ('-1', 6, -1, 0, -1)]"
golden-per8,6,40,2,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,41,4,1,-1,6,1,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,6,43,4,1,-1,6,1,0,"[('+1', 4, 2, 1, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,6,44,1,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,46,3,1,-1,6,1,0,"[('+1', 2, 2, 2, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,6,47,1,-1,-1,6,-1,0,"[('+1', 3, 0, 1, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,49,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,50,4,2,-1,6,2,0,"[('+1', 4, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,6,52,4,1,-1,6,1,0,"[('+1', 6, 5, 0, 5), ('-1', 6, 1, 0, 1)]"
golden-per8,6,53,2,0,-1,6,0,0,"[('+1', 4, 1, 1, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,6,55,5,2,-1,6,2,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,6,56,1,-1,-1,6,-1,0,"[('+1', 5, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,6,58,4,1,-1,6,1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,6,59,3,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,61,4,1,-1,6,1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,6,62,2,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,64,4,1,-1,6,1,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,6,65,3,0,-1,6,0,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,6,67,1,-1,-1,6,-1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,68,3,1,-1,6,1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,6,70,4,2,-1,6,2,0,"[('+1', 4, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,6,71,0,-2,-1,6,-2,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -2, 0, -2)]"
golden-per8,6,73,4,2,-1,6,2,0,"[('+1', 4, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,6,74,2,-1,-1,6,-1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,6,76,1,-2,-1,6,-2,0,"[('+1', 6, 1, 0, 1), ('-1', 6, -2, 0, -2)]"
golden-per8,6,77,4,0,-1,6,0,0,"[('+1', 3, 4, 1, 5), ('-1', 6, 0, 0, 0)]"
golden-per8,6,79,6,3,-1,6,3,0,"[('+1', 6, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,6,80,1,-1,-1,6,-1,0,"[('+1', 5, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,7,4,3,1,+1,6,1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,5,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,7,5,3,-1,6,3,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,8,2,0,+1,6,0,0,"[('+1', 6, 0, 0, 0), ('-1', 6, 1, 0, 1)]"
golden-per8,7,10,1,0,+1,5,0,0,"[('+1', 5, 0, 0, 0), ('-1', 6, 1, 0, 1)]"
golden-per8,7,11,3,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,7,13,2,0,-1,6,0,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,7,14,4,2,-1,6,2,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,7,16,6,3,-1,6,3,0,"[('+1', 6, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,7,17,2,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,7,19,3,1,-1,6,1,0,"[('+1', 5, 4, 0, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,7,22,2,-1,-1,6,-1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, -1, 0, -1)]"
golden-per8,7,23,5,3,-1,6,3,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,25,5,3,-1,6,3,0,"[('+1', 5, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,7,26,1,-1,-1,6,-1,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,7,4,3,1,+1,6,1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,5,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,7,5,3,-1,6,3,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,8,2,0,+1,6,0,0,"[('+1', 6, 0, 0, 0), ('-1', 6, 1, 0, 1)]"
golden-per8,7,10,1,0,+1,5,0,0,"[('+1', 5, 0, 0, 0), ('-1', 6, 1, 0, 1)]"
golden-per8,7,11,3,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,7,13,2,0,-1,6,0,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,7,14,4,2,-1,6,2,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,7,16,6,3,-1,6,3,0,"[('+1', 6, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,7,17,2,0,-1,6,0,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,7,19,3,1,-1,6,1,0,"[('+1', 5, 4, 0, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,7,22,2,-1,-1,6,-1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, -1, 0, -1)]"
golden-per8,7,23,5,3,-1,6,3,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,25,5,3,-1,6,3,0,"[('+1', 5, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,7,26,1,-1,-1,6,-1,0,"[('+1', 6, 0, 0, 0), ('-1', 6, -1, 0, -1)]"
golden-per8,7,28,3,1,-1,6,1,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,7,29,2,1,-1,6,1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,7,31,4,1,-1,6,1,0,"[('+1', 6, 2, 0, 2), ('-1', 6, 1, 0, 1)]"
golden-per8,7,32,5,2,-1,6,2,0,"[('+1', 6, 5, 0, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,7,34,4,2,-1,6,2,0,"[('+1', 5, 5, 0, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,7,37,3,0,-1,6,0,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,7,38,2,0,-1,6,0,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 0, 0, 0)]"
golden-per8,7,40,2,1,+1,5,1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,41,4,2,+1,5,2,0,"[('+1', 5, 2, 0, 2), ('-1', 6, 3, 0, 3)]"
golden-per8,7,43,4,3,+1,4,2,1,"[('+1', 4, 2, 1, 3), ('-1', 6, 3, 0, 3)]"
golden-per8,7,44,1,-2,-1,6,-2,0,"[('+1', 6, 2, 0, 2), ('-1', 6, -2, 0, -2)]"
golden-per8,7,46,4,2,-1,6,2,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 2, 0, 2)]"
golden-per8,7,47,2,0,-1,6,0,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,7,49,3,1,+1,6,1,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 1, 0, 1)]"
golden-per8,7,50,4,2,-1,6,2,0,"[('+1', 5, 5, 0, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,7,52,4,3,-1,6,3,0,"[('+1', 5, 6, 0, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,7,55,5,3,+1,5,3,0,"[('+1', 5, 3, 0, 3), ('-1', 6, 3, 0, 3)]"
golden-per8,7,56,2,0,-1,6,0,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,7,58,4,1,-1,6,1,0,"[('+1', 4, 4, 1, 5), ('-1', 6, 1, 0, 1)]"
golden-per8,7,59,3,0,-1,6,0,0,"[('+1', 6, 3, 0, 3), ('-1', 6, 0, 0, 0)]"
golden-per8,7,61,4,1,-1,6,1,0,"[('+1', 4, 5, 1, 6), ('-1', 6, 1, 0, 1)]"
golden-per8,7,62,3,0,-1,6,0,0,"[('+1', 6, 1, 0, 1), ('-1', 6, 0, 0, 0)]"
golden-per8,7,64,4,1,-1,6,1,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,7,65,3,1,+1,5,1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, 2, 0, 2)]"
golden-per8,7,67,1,-1,-1,6,-1,0,"[('+1', 5, 2, 0, 2), ('-1', 6, -1, 0, -1)]"
golden-per8,7,68,3,1,-1,6,1,0,"[('+1', 5, 4, 0, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,7,70,5,3,-1,6,3,0,"[('+1', 6, 4, 0, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,73,4,3,-1,6,3,0,"[('+1', 4, 3, 1, 4), ('-1', 6, 3, 0, 3)]"
golden-per8,7,74,2,-1,-1,6,-1,0,"[('+1', 5, 1, 0, 1), ('-1', 6, -1, 0, -1)]"
golden-per8,7,76,1,-1,-1,6,-1,0,"[('+1', 6, 3, 0, 3), ('-1', 6, -1, 0, -1)]"
golden-per8,7,77,4,0,-1,6,0,0,"[('+1', 3, 4, 1, 5), ('-1', 6, 0, 0, 0)]"
golden-per8,7,79,6,4,-1,6,4,0,"[('+1', 6, 6, 0, 6), ('-1', 6, 4, 0, 4)]"
golden-per8,7,80,1,0,+1,5,0,0,"[('+1', 5, 0, 0, 0), ('-1', 6, 1, 0, 1)]"
golden-per8,8,4,3,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 6, 0, 6)]"
golden-per8,8,7,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,8,2,1,+1,6,0,1,"[('+1', 6, 0, 1, 1), ('-1', 6, 5, 0, 5)]"
golden-per8,8,14,4,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,8,16,6,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,8,17,2,0,-1,6,0,0,"[('+1', 4, 5, 2, 7), ('-1', 6, 0, 0, 0)]"
golden-per8,8,23,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,25,7,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,8,4,3,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 6, 0, 6)]"
golden-per8,8,7,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,8,2,1,+1,6,0,1,"[('+1', 6, 0, 1, 1), ('-1', 6, 5, 0, 5)]"
golden-per8,8,14,4,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,8,16,6,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,8,17,2,0,-1,6,0,0,"[('+1', 4, 5, 2, 7), ('-1', 6, 0, 0, 0)]"
golden-per8,8,23,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,25,7,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,8,28,3,1,-1,6,1,0,"[('+1', 6, 2, 1, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,8,31,4,3,+1,6,2,1,"[('+1', 6, 2, 1, 3), ('-1', 6, 4, 0, 4)]"
golden-per8,8,32,5,4,-1,6,4,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 4, 0, 4)]"
golden-per8,8,35,4,3,-1,6,3,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,8,37,3,2,-1,6,2,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,8,40,3,2,+1,5,1,1,"[('+1', 5, 1, 1, 2), ('-1', 6, 5, 0, 5)]"
golden-per8,8,41,4,3,-1,6,3,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,8,43,4,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,46,4,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,8,47,3,1,-1,6,1,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 1, 0, 1)]"
golden-per8,8,49,4,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 4, 0, 4)]"
golden-per8,8,50,6,4,-1,6,4,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 4, 0, 4)]"
golden-per8,8,52,5,8,+1,6,7,1,"[('+1', 6, 7, 1, 8)]"
golden-per8,8,55,5,4,+1,5,3,1,"[('+1', 5, 3, 1, 4), ('-1', 6, 4, 0, 4)]"
golden-per8,8,56,2,0,-1,6,0,0,"[('+1', 6, 1, 1, 2), ('-1', 6, 0, 0, 0)]"
golden-per8,8,58,4,1,-1,6,1,0,"[('+1', 4, 4, 2, 6), ('-1', 6, 1, 0, 1)]"
golden-per8,8,61,4,1,-1,6,1,0,"[('+1', 4, 5, 2, 7), ('-1', 6, 1, 0, 1)]"
golden-per8,8,62,3,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 3, 0, 3)]"
golden-per8,8,64,4,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,8,65,3,2,+1,5,1,1,"[('+1', 5, 1, 1, 2), ('-1', 6, 4, 0, 4)]"
golden-per8,8,67,3,4,-1,6,4,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 4, 0, 4)]"
golden-per8,8,73,4,3,-1,6,3,0,"[('+1', 5, 5, 1, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,8,74,2,1,-1,6,1,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,8,77,4,0,-1,6,0,0,"[('+1', 3, 4, 2, 6), ('-1', 6, 0, 0, 0)]"
golden-per8,8,79,6,9,+1,6,8,1,"[('+1', 6, 8, 1, 9)]"
golden-per8,8,80,2,1,+1,5,0,1,"[('+1', 5, 0, 1, 1), ('-1', 6, 4, 0, 4)]"
golden-per8,9,4,4,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 6, 0, 6)]"
golden-per8,9,7,6,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,9,8,3,1,+1,6,0,1,"[('+1', 6, 0, 1, 1), ('-1', 6, 5, 0, 5)]"
golden-per8,9,13,3,2,-1,6,2,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,9,14,5,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,9,16,6,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,9,17,3,0,-1,6,0,0,"[('+1', 4, 5, 2, 7), ('-1', 6, 0, 0, 0)]"
golden-per8,9,23,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,9,25,7,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,9,26,2,1,-1,6,1,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,9,4,4,2,+1,6,1,1,"[('+1', 6, 1, 1, 2), ('-1', 6, 6, 0, 6)]"
golden-per8,9,7,6,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,9,8,3,1,+1,6,0,1,"[('+1', 6, 0, 1, 1), ('-1', 6, 5, 0, 5)]"
golden-per8,9,13,3,2,-1,6,2,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,9,14,5,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
golden-per8,9,16,6,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,9,17,3,0,-1,6,0,0,"[('+1', 4, 5, 2, 7), ('-1', 6, 0, 0, 0)]"
golden-per8,9,23,5,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,9,25,7,5,-1,6,5,0,"[('+1', 6, 6, 1, 7), ('-1', 6, 5, 0, 5)]"
golden-per8,9,26,2,1,-1,6,1,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 1, 0, 1)]"
golden-per8,9,28,4,1,-1,6,1,0,"[('+1', 6, 2, 1, 3), ('-1', 6, 1, 0, 1)]"
golden-per8,9,31,5,3,+1,6,2,1,"[('+1', 6, 2, 1, 3), ('-1', 6, 4, 0, 4)]"
golden-per8,9,32,5,4,-1,6,4,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 4, 0, 4)]"
golden-per8,9,35,4,3,-1,6,3,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,9,37,4,2,-1,6,2,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 2, 0, 2)]"
golden-per8,9,40,3,2,+1,5,1,1,"[('+1', 5, 1, 1, 2), ('-1', 6, 5, 0, 5)]"
golden-per8,9,41,4,3,-1,6,3,0,"[('+1', 6, 5, 1, 6), ('-1', 6, 3, 0, 3)]"
golden-per8,9,43,4,3,-1,6,3,0,"[('+1', 6, 4, 1, 5), ('-1', 6, 3, 0, 3)]"
golden-per8,9,46,4,2,-1,6,2,0,"[('+1', 6, 3, 1, 4), ('-1', 6, 2, 0, 2)]"
