target,p,q,side,phase,forms_seen
log2_3,3,2,UNDER,1,"+1,-1"
log2_3,8,5,OVER,0,"+1,NEITHER"
log2_3,8,5,OVER,2,"+1,NEITHER"
log2_3,8,5,OVER,3,"+1,-1"
log2_3,8,5,OVER,4,"+1,NEITHER"
log2_3,19,12,UNDER,0,"+1,NEITHER"
log2_3,19,12,UNDER,1,"+1,NEITHER"
log2_3,19,12,UNDER,2,"+1,NEITHER"
log2_3,19,12,UNDER,3,"+1,NEITHER"
log2_3,19,12,UNDER,4,"+1,NEITHER"
log2_3,19,12,UNDER,5,"+1,-1"
log2_3,19,12,UNDER,6,"+1,NEITHER"
log2_3,19,12,UNDER,7,"+1,NEITHER"
log2_3,19,12,UNDER,8,"+1,NEITHER"
log2_3,19,12,UNDER,9,"+1,NEITHER"
log2_3,19,12,UNDER,11,"+1,NEITHER"
log2_3,65,41,OVER,0,"+1,NEITHER"
log2_3,65,41,OVER,1,"+1,NEITHER"
log2_3,65,41,OVER,2,"+1,NEITHER"
log2_3,65,41,OVER,3,"+1,NEITHER"
log2_3,65,41,OVER,4,"+1,NEITHER"
log2_3,65,41,OVER,5,"+1,NEITHER"
log2_3,65,41,OVER,6,"+1,NEITHER"
log2_3,65,41,OVER,7,"+1,NEITHER"
log2_3,65,41,OVER,8,"+1,NEITHER"
log2_3,65,41,OVER,9,"+1,NEITHER"
log2_3,65,41,OVER,10,"+1,NEITHER"
log2_3,65,41,OVER,11,"+1,NEITHER"
log2_3,65,41,OVER,12,"+1,NEITHER"
log2_3,65,41,OVER,13,"+1,NEITHER"
log2_3,65,41,OVER,14,"+1,NEITHER"
log2_3,65,41,OVER,15,"+1,NEITHER"
log2_3,65,41,OVER,16,"+1,NEITHER"
log2_3,65,41,OVER,18,"+1,NEITHER"
log2_3,65,41,OVER,19,"+1,NEITHER"
log2_3,65,41,OVER,20,"+1,NEITHER"
log2_3,65,41,OVER,21,"+1,NEITHER"
log2_3,65,41,OVER,22,"+1,NEITHER"
log2_3,65,41,OVER,23,"+1,NEITHER"
log2_3,65,41,OVER,24,"+1,NEITHER"
log2_3,65,41,OVER,25,"+1,NEITHER"
log2_3,65,41,OVER,26,"+1,NEITHER"
log2_3,65,41,OVER,27,"+1,NEITHER"
log2_3,65,41,OVER,28,"+1,NEITHER"
log2_3,65,41,OVER,29,"+1,-1"
log2_3,65,41,OVER,30,"+1,NEITHER"
log2_3,65,41,OVER,31,"+1,NEITHER"
log2_3,65,41,OVER,32,"+1,NEITHER"
log2_3,65,41,OVER,33,"+1,NEITHER"
log2_3,65,41,OVER,34,"+1,NEITHER"
log2_3,65,41,OVER,35,"+1,NEITHER"
log2_3,65,41,OVER,36,"+1,NEITHER"
log2_3,65,41,OVER,37,"+1,NEITHER"
log2_3,65,41,OVER,38,"+1,NEITHER"
log2_3,65,41,OVER,39,"+1,NEITHER"
log2_3,65,41,OVER,40,"+1,NEITHER"
log2_3,84,53,UNDER,0,"+1,NEITHER"
log2_3,84,53,UNDER,1,"+1,NEITHER"
log2_3,84,53,UNDER,2,"+1,NEITHER"
log2_3,84,53,UNDER,3,"+1,NEITHER"
log2_3,84,53,UNDER,4,"+1,NEITHER"
log2_3,84,53,UNDER,5,"+1,NEITHER"
log2_3,84,53,UNDER,6,"+1,NEITHER"
log2_3,84,53,UNDER,7,"+1,NEITHER"
log2_3,84,53,UNDER,8,"+1,NEITHER"
log2_3,84,53,UNDER,9,"+1,NEITHER"
log2_3,84,53,UNDER,10,"+1,NEITHER"
log2_3,84,53,UNDER,11,"+1,NEITHER"
log2_3,84,53,UNDER,12,"+1,NEITHER"
log2_3,84,53,UNDER,13,"+1,NEITHER"
log2_3,84,53,UNDER,14,"+1,NEITHER"
log2_3,84,53,UNDER,15,"+1,NEITHER"
log2_3,84,53,UNDER,16,"+1,NEITHER"
log2_3,84,53,UNDER,17,"+1,NEITHER"
log2_3,84,53,UNDER,18,"+1,NEITHER"
log2_3,84,53,UNDER,19,"+1,NEITHER"
log2_3,84,53,UNDER,20,"+1,NEITHER"
log2_3,84,53,UNDER,21,"+1,NEITHER"
log2_3,84,53,UNDER,22,"+1,NEITHER"
log2_3,84,53,UNDER,23,"+1,NEITHER"
log2_3,84,53,UNDER,24,"+1,NEITHER"
log2_3,84,53,UNDER,25,"+1,NEITHER"
log2_3,84,53,UNDER,26,"+1,NEITHER"
log2_3,84,53,UNDER,27,"+1,NEITHER"
log2_3,84,53,UNDER,28,"+1,NEITHER"
log2_3,84,53,UNDER,30,"+1,NEITHER"
log2_3,84,53,UNDER,31,"+1,NEITHER"
log2_3,84,53,UNDER,32,"+1,NEITHER"
log2_3,84,53,UNDER,33,"+1,NEITHER"
log2_3,84,53,UNDER,34,"+1,NEITHER"
log2_3,84,53,UNDER,35,"+1,NEITHER"
log2_3,84,53,UNDER,36,"+1,NEITHER"
log2_3,84,53,UNDER,37,"+1,NEITHER"
log2_3,84,53,UNDER,38,"+1,NEITHER"
log2_3,84,53,UNDER,39,"+1,NEITHER"
log2_3,84,53,UNDER,40,"+1,NEITHER"
log2_3,84,53,UNDER,41,"+1,-1"
log2_3,84,53,UNDER,42,"+1,NEITHER"
log2_3,84,53,UNDER,43,"+1,NEITHER"
log2_3,84,53,UNDER,44,"+1,NEITHER"
log2_3,84,53,UNDER,45,"+1,NEITHER"
log2_3,84,53,UNDER,46,"+1,NEITHER"
log2_3,84,53,UNDER,47,"+1,NEITHER"
log2_3,84,53,UNDER,48,"+1,NEITHER"
log2_3,84,53,UNDER,49,"+1,NEITHER"
log2_3,84,53,UNDER,50,"+1,NEITHER"
log2_3,84,53,UNDER,51,"+1,NEITHER"
log2_3,84,53,UNDER,52,"+1,NEITHER"
sqrt2,3,2,OVER,1,"+1,-1"
sqrt2,7,5,UNDER,0,"+1,NEITHER"
sqrt2,7,5,UNDER,1,"+1,NEITHER"
sqrt2,7,5,UNDER,2,"+1,-1"
sqrt2,7,5,UNDER,3,"+1,NEITHER"
sqrt2,17,12,OVER,0,"+1,NEITHER"
sqrt2,17,12,OVER,1,"+1,NEITHER"
sqrt2,17,12,OVER,3,"+1,NEITHER"
sqrt2,17,12,OVER,4,"+1,NEITHER"
sqrt2,17,12,OVER,5,"+1,NEITHER"
sqrt2,17,12,OVER,6,"+1,NEITHER"
sqrt2,17,12,OVER,7,"+1,-1"
sqrt2,17,12,OVER,8,"+1,NEITHER"
sqrt2,17,12,OVER,9,"+1,NEITHER"
sqrt2,17,12,OVER,10,"+1,NEITHER"
sqrt2,17,12,OVER,11,"+1,NEITHER"
sqrt2,41,29,UNDER,0,"+1,NEITHER"
sqrt2,41,29,UNDER,1,"+1,NEITHER"
sqrt2,41,29,UNDER,2,"+1,NEITHER"
sqrt2,41,29,UNDER,3,"+1,NEITHER"
sqrt2,41,29,UNDER,4,"+1,NEITHER"
sqrt2,41,29,UNDER,5,"+1,NEITHER"
sqrt2,41,29,UNDER,6,"+1,NEITHER"
sqrt2,41,29,UNDER,7,"+1,NEITHER"
sqrt2,41,29,UNDER,8,"+1,NEITHER"
sqrt2,41,29,UNDER,9,"+1,NEITHER"
sqrt2,41,29,UNDER,10,"+1,NEITHER"
sqrt2,41,29,UNDER,11,"+1,NEITHER"
sqrt2,41,29,UNDER,12,"+1,-1"
sqrt2,41,29,UNDER,13,"+1,NEITHER"
sqrt2,41,29,UNDER,14,"+1,NEITHER"
sqrt2,41,29,UNDER,15,"+1,NEITHER"
sqrt2,41,29,UNDER,16,"+1,NEITHER"
sqrt2,41,29,UNDER,17,"+1,NEITHER"
sqrt2,41,29,UNDER,18,"+1,NEITHER"
sqrt2,41,29,UNDER,19,"+1,NEITHER"
sqrt2,41,29,UNDER,20,"+1,NEITHER"
sqrt2,41,29,UNDER,21,"+1,NEITHER"
sqrt2,41,29,UNDER,22,"+1,NEITHER"
sqrt2,41,29,UNDER,23,"+1,NEITHER"
sqrt2,41,29,UNDER,25,"+1,NEITHER"
sqrt2,41,29,UNDER,26,"+1,NEITHER"
sqrt2,41,29,UNDER,27,"+1,NEITHER"
sqrt2,41,29,UNDER,28,"+1,NEITHER"
sqrt3,5,3,UNDER,0,"+1,NEITHER"
sqrt3,5,3,UNDER,1,"+1,-1"
sqrt3,7,4,OVER,0,"+1,NEITHER"
sqrt3,7,4,OVER,1,"+1,-1"
sqrt3,7,4,OVER,3,"+1,NEITHER"
sqrt3,19,11,UNDER,0,"+1,NEITHER"
sqrt3,19,11,UNDER,1,"+1,NEITHER"
sqrt3,19,11,UNDER,2,"+1,NEITHER"
sqrt3,19,11,UNDER,3,"+1,NEITHER"
sqrt3,19,11,UNDER,4,"+1,-1"
sqrt3,19,11,UNDER,5,"+1,NEITHER"
sqrt3,19,11,UNDER,6,"+1,NEITHER"
sqrt3,19,11,UNDER,7,"+1,NEITHER"
sqrt3,19,11,UNDER,9,"+1,NEITHER"
sqrt3,19,11,UNDER,10,"+1,NEITHER"
sqrt3,26,15,OVER,0,"+1,NEITHER"
sqrt3,26,15,OVER,1,"+1,NEITHER"
sqrt3,26,15,OVER,2,"+1,NEITHER"
sqrt3,26,15,OVER,3,"+1,NEITHER"
sqrt3,26,15,OVER,4,"+1,-1"
sqrt3,26,15,OVER,5,"+1,NEITHER"
sqrt3,26,15,OVER,6,"+1,NEITHER"
sqrt3,26,15,OVER,7,"+1,NEITHER"
sqrt3,26,15,OVER,9,"+1,NEITHER"
sqrt3,26,15,OVER,10,"+1,NEITHER"
sqrt3,26,15,OVER,11,"+1,NEITHER"
sqrt3,26,15,OVER,12,"+1,NEITHER"
sqrt3,26,15,OVER,13,"+1,NEITHER"
sqrt3,26,15,OVER,14,"+1,NEITHER"
sqrt3,71,41,UNDER,0,"+1,NEITHER"
sqrt3,71,41,UNDER,1,"+1,NEITHER"
sqrt3,71,41,UNDER,2,"+1,NEITHER"
sqrt3,71,41,UNDER,3,"+1,NEITHER"
sqrt3,71,41,UNDER,4,"+1,NEITHER"
sqrt3,71,41,UNDER,5,"+1,NEITHER"
sqrt3,71,41,UNDER,6,"+1,NEITHER"
sqrt3,71,41,UNDER,7,"+1,NEITHER"
sqrt3,71,41,UNDER,8,"+1,NEITHER"
sqrt3,71,41,UNDER,9,"+1,NEITHER"
sqrt3,71,41,UNDER,10,"+1,NEITHER"
sqrt3,71,41,UNDER,11,"+1,NEITHER"
sqrt3,71,41,UNDER,12,"+1,NEITHER"
sqrt3,71,41,UNDER,13,"+1,NEITHER"
sqrt3,71,41,UNDER,14,"+1,NEITHER"
sqrt3,71,41,UNDER,15,"+1,-1"
sqrt3,71,41,UNDER,16,"+1,NEITHER"
sqrt3,71,41,UNDER,17,"+1,NEITHER"
sqrt3,71,41,UNDER,18,"+1,NEITHER"
sqrt3,71,41,UNDER,19,"+1,NEITHER"
sqrt3,71,41,UNDER,20,"+1,NEITHER"
sqrt3,71,41,UNDER,21,"+1,NEITHER"
sqrt3,71,41,UNDER,22,"+1,NEITHER"
sqrt3,71,41,UNDER,23,"+1,NEITHER"
sqrt3,71,41,UNDER,24,"+1,NEITHER"
sqrt3,71,41,UNDER,25,"+1,NEITHER"
sqrt3,71,41,UNDER,26,"+1,NEITHER"
sqrt3,71,41,UNDER,27,"+1,NEITHER"
sqrt3,71,41,UNDER,28,"+1,NEITHER"
sqrt3,71,41,UNDER,29,"+1,NEITHER"
sqrt3,71,41,UNDER,31,"+1,NEITHER"
sqrt3,71,41,UNDER,32,"+1,NEITHER"
sqrt3,71,41,UNDER,33,"+1,NEITHER"
sqrt3,71,41,UNDER,34,"+1,NEITHER"
sqrt3,71,41,UNDER,35,"+1,NEITHER"
sqrt3,71,41,UNDER,36,"+1,NEITHER"
sqrt3,71,41,UNDER,37,"+1,NEITHER"
sqrt3,71,41,UNDER,38,"+1,NEITHER"
sqrt3,71,41,UNDER,39,"+1,NEITHER"
sqrt3,71,41,UNDER,40,"+1,NEITHER"
sqrt3,97,56,OVER,0,"+1,NEITHER"
sqrt3,97,56,OVER,1,"+1,NEITHER"
sqrt3,97,56,OVER,2,"+1,NEITHER"
sqrt3,97,56,OVER,3,"+1,NEITHER"
sqrt3,97,56,OVER,4,"+1,NEITHER"
sqrt3,97,56,OVER,5,"+1,NEITHER"
sqrt3,97,56,OVER,6,"+1,NEITHER"
sqrt3,97,56,OVER,7,"+1,NEITHER"
sqrt3,97,56,OVER,8,"+1,NEITHER"
sqrt3,97,56,OVER,9,"+1,NEITHER"
sqrt3,97,56,OVER,10,"+1,NEITHER"
sqrt3,97,56,OVER,11,"+1,NEITHER"
sqrt3,97,56,OVER,12,"+1,NEITHER"
sqrt3,97,56,OVER,13,"+1,NEITHER"
sqrt3,97,56,OVER,14,"+1,NEITHER"
sqrt3,97,56,OVER,15,"+1,-1"
sqrt3,97,56,OVER,16,"+1,NEITHER"
sqrt3,97,56,OVER,17,"+1,NEITHER"
sqrt3,97,56,OVER,18,"+1,NEITHER"
sqrt3,97,56,OVER,19,"+1,NEITHER"
sqrt3,97,56,OVER,20,"+1,NEITHER"
sqrt3,97,56,OVER,21,"+1,NEITHER"
sqrt3,97,56,OVER,22,"+1,NEITHER"
sqrt3,97,56,OVER,23,"+1,NEITHER"
sqrt3,97,56,OVER,24,"+1,NEITHER"
sqrt3,97,56,OVER,25,"+1,NEITHER"
sqrt3,97,56,OVER,26,"+1,NEITHER"
sqrt3,97,56,OVER,27,"+1,NEITHER"
sqrt3,97,56,OVER,28,"+1,NEITHER"
sqrt3,97,56,OVER,29,"+1,NEITHER"
sqrt3,97,56,OVER,31,"+1,NEITHER"
sqrt3,97,56,OVER,32,"+1,NEITHER"
sqrt3,97,56,OVER,33,"+1,NEITHER"
sqrt3,97,56,OVER,34,"+1,NEITHER"
sqrt3,97,56,OVER,35,"+1,NEITHER"
sqrt3,97,56,OVER,36,"+1,NEITHER"
sqrt3,97,56,OVER,37,"+1,NEITHER"
sqrt3,97,56,OVER,38,"+1,NEITHER"
sqrt3,97,56,OVER,39,"+1,NEITHER"
sqrt3,97,56,OVER,40,"+1,NEITHER"
sqrt3,97,56,OVER,41,"+1,NEITHER"
sqrt3,97,56,OVER,42,"+1,NEITHER"
sqrt3,97,56,OVER,43,"+1,NEITHER"
sqrt3,97,56,OVER,44,"+1,NEITHER"
sqrt3,97,56,OVER,45,"+1,NEITHER"
sqrt3,97,56,OVER,46,"+1,NEITHER"
sqrt3,97,56,OVER,47,"+1,NEITHER"
sqrt3,97,56,OVER,48,"+1,NEITHER"
sqrt3,97,56,OVER,49,"+1,NEITHER"
sqrt3,97,56,OVER,50,"+1,NEITHER"
sqrt3,97,56,OVER,51,"+1,NEITHER"
sqrt3,97,56,OVER,52,"+1,NEITHER"
sqrt3,97,56,OVER,53,"+1,NEITHER"
sqrt3,97,56,OVER,54,"+1,NEITHER"
sqrt3,97,56,OVER,55,"+1,NEITHER"
golden,3,2,UNDER,1,"+1,-1"
golden,5,3,OVER,0,"+1,NEITHER"
golden,5,3,OVER,1,"+1,-1"
golden,8,5,UNDER,0,"+1,NEITHER"
golden,8,5,UNDER,2,"+1,NEITHER"
golden,8,5,UNDER,3,"+1,-1"
golden,8,5,UNDER,4,"+1,NEITHER"
golden,13,8,OVER,0,"+1,NEITHER"
golden,13,8,OVER,1,"+1,NEITHER"
golden,13,8,OVER,2,"+1,NEITHER"
golden,13,8,OVER,3,"+1,-1"
golden,13,8,OVER,4,"+1,NEITHER"
golden,13,8,OVER,5,"+1,NEITHER"
golden,13,8,OVER,7,"+1,NEITHER"
golden,21,13,UNDER,0,"+1,NEITHER"
golden,21,13,UNDER,1,"+1,NEITHER"
golden,21,13,UNDER,2,"+1,NEITHER"
golden,21,13,UNDER,4,"+1,NEITHER"
golden,21,13,UNDER,5,"+1,NEITHER"
golden,21,13,UNDER,6,"+1,NEITHER"
golden,21,13,UNDER,7,"+1,NEITHER"
golden,21,13,UNDER,8,"+1,-1"
golden,21,13,UNDER,9,"+1,NEITHER"
golden,21,13,UNDER,10,"+1,NEITHER"
golden,21,13,UNDER,11,"+1,NEITHER"
golden,21,13,UNDER,12,"+1,NEITHER"
golden,34,21,OVER,0,"+1,NEITHER"
golden,34,21,OVER,1,"+1,NEITHER"
golden,34,21,OVER,2,"+1,NEITHER"
golden,34,21,OVER,3,"+1,NEITHER"
golden,34,21,OVER,4,"+1,NEITHER"
golden,34,21,OVER,5,"+1,NEITHER"
