alphabet,m,word,D_ceil,D_free,L,min_g_loop,break_ceil,break_free
"{0,1,2,3}",7,2200012,7,7,7,0,False,False
"{0,1,2,3}",7,2200013,7,7,7,0,False,False
"{0,1,2,3}",7,2200020,8,8,8,0,False,False
"{0,1,2,3}",7,2200021,7,7,7,0,False,False
"{0,1,2,3}",7,2200022,6,6,6,0,False,False
"{0,1,2,3}",7,2200023,6,6,6,0,False,False
"{0,1,2,3}",7,2200030,7,7,7,0,False,False
"{0,1,2,3}",7,2200031,6,6,6,0,False,False
"{0,1,2,3}",7,2200032,6,6,6,0,False,False
"{0,1,2,3}",7,2200033,6,6,6,0,False,False
"{0,1,2,3}",7,2200100,9,9,9,0,False,False
"{0,1,2,3}",7,2200101,8,8,8,0,False,False
"{0,1,2,3}",7,2200102,7,7,7,0,False,False
"{0,1,2,3}",7,2200103,7,7,7,0,False,False
"{0,1,2,3}",7,2200110,8,8,8,0,False,False
"{0,1,2,3}",7,2200111,7,7,7,0,False,False
"{0,1,2,3}",7,2200112,6,6,6,0,False,False
"{0,1,2,3}",7,2200113,6,6,6,0,False,False
"{0,1,2,3}",7,2200120,7,7,7,0,False,False
"{0,1,2,3}",7,2200121,6,6,6,0,False,False
"{0,1,2,3}",7,2200122,5,5,5,0,False,False
"{0,1,2,3}",7,2200123,5,5,5,0,False,False
"{0,1,2,3}",7,2200130,6,6,6,0,False,False
"{0,1,2,3}",7,2200131,5,5,5,0,False,False
"{0,1,2,3}",7,2200132,5,5,5,0,False,False
"{0,1,2,3}",7,2200133,5,5,5,0,False,False
"{0,1,2,3}",7,2200200,8,8,8,0,False,False
"{0,1,2,3}",7,2200201,7,7,7,0,False,False
"{0,1,2,3}",7,2200202,6,6,6,0,False,False
"{0,1,2,3}",7,2200203,6,6,6,0,False,False
"{0,1,2,3}",7,2200210,7,7,7,0,False,False
"{0,1,2,3}",7,2200211,6,6,6,0,False,False
"{0,1,2,3}",7,2200212,5,5,5,0,False,False
"{0,1,2,3}",7,2200213,5,5,5,0,False,False
"{0,1,2,3}",7,2200220,6,6,6,0,False,False
"{0,1,2,3}",7,2200221,5,5,5,0,False,False
"{0,1,2,3}",7,2200222,4,4,4,0,False,False
"{0,1,2,3}",7,2200223,4,4,4,0,False,False
"{0,1,2,3}",7,2200230,5,5,5,0,False,False
"{0,1,2,3}",7,2200231,4,4,4,0,False,False
"{0,1,2,3}",7,2200232,4,4,4,0,False,False
"{0,1,2,3}",7,2200233,4,4,4,0,False,False
"{0,1,2,3}",7,2200300,7,7,7,0,False,False
"{0,1,2,3}",7,2200301,6,6,6,0,False,False
"{0,1,2,3}",7,2200302,5,5,5,0,False,False
"{0,1,2,3}",7,2200303,5,5,5,0,False,False
"{0,1,2,3}",7,2200310,6,6,6,0,False,False
"{0,1,2,3}",7,2200311,5,5,5,0,False,False
"{0,1,2,3}",7,2200312,4,4,4,0,False,False
"{0,1,2,3}",7,2200313,4,4,4,0,False,False
"{0,1,2,3}",7,2200320,5,5,5,0,False,False
"{0,1,2,3}",7,2200321,4,4,4,0,False,False
"{0,1,2,3}",7,2200322,4,4,4,0,False,False
"{0,1,2,3}",7,2200323,4,4,4,0,False,False
"{0,1,2,3}",7,2200330,4,4,4,0,False,False
"{0,1,2,3}",7,2200331,4,4,4,0,False,False
"{0,1,2,3}",7,2200332,4,4,4,0,False,False
"{0,1,2,3}",7,2200333,4,4,4,0,False,False
"{0,1,2,3}",7,2201000,9,9,9,0,False,False
"{0,1,2,3}",7,2201001,8,8,8,0,False,False
"{0,1,2,3}",7,2201002,7,7,7,0,False,False
"{0,1,2,3}",7,2201003,7,7,7,0,False,False
"{0,1,2,3}",7,2201010,8,8,8,0,False,False
"{0,1,2,3}",7,2201011,7,7,7,0,False,False
"{0,1,2,3}",7,2201012,6,6,6,0,False,False
"{0,1,2,3}",7,2201013,6,6,6,0,False,False
"{0,1,2,3}",7,2201020,7,7,7,0,False,False
"{0,1,2,3}",7,2201021,6,6,6,0,False,False
"{0,1,2,3}",7,2201022,5,5,5,0,False,False
"{0,1,2,3}",7,2201023,5,5,5,0,False,False
"{0,1,2,3}",7,2201030,6,6,6,0,False,False
"{0,1,2,3}",7,2201031,5,5,5,0,False,False
"{0,1,2,3}",7,2201032,5,5,5,0,False,False
"{0,1,2,3}",7,2201033,5,5,5,0,False,False
"{0,1,2,3}",7,2201100,8,8,8,0,False,False
"{0,1,2,3}",7,2201101,7,7,7,0,False,False
"{0,1,2,3}",7,2201102,6,6,6,0,False,False
"{0,1,2,3}",7,2201103,6,6,6,0,False,False
"{0,1,2,3}",7,2201110,7,7,7,0,False,False
"{0,1,2,3}",7,2201111,6,6,6,0,False,False
"{0,1,2,3}",7,2201112,5,5,5,0,False,False
"{0,1,2,3}",7,2201113,5,5,5,0,False,False
"{0,1,2,3}",7,2201120,6,6,6,0,False,False
"{0,1,2,3}",7,2201121,5,5,5,0,False,False
"{0,1,2,3}",7,2201122,4,4,4,0,False,False
"{0,1,2,3}",7,2201123,4,4,4,0,False,False
"{0,1,2,3}",7,2201130,5,5,5,0,False,False
"{0,1,2,3}",7,2201131,4,4,4,0,False,False
"{0,1,2,3}",7,2201132,4,4,4,0,False,False
"{0,1,2,3}",7,2201133,4,4,4,0,False,False
"{0,1,2,3}",7,2201200,7,7,7,0,False,False
"{0,1,2,3}",7,2201201,6,6,6,0,False,False
"{0,1,2,3}",7,2201202,5,5,5,0,False,False
"{0,1,2,3}",7,2201203,5,5,5,0,False,False
"{0,1,2,3}",7,2201210,6,6,6,0,False,False
"{0,1,2,3}",7,2201211,5,5,5,0,False,False
"{0,1,2,3}",7,2201212,4,4,4,0,False,False
"{0,1,2,3}",7,2201213,4,4,4,0,False,False
"{0,1,2,3}",7,2201220,5,5,5,0,False,False
"{0,1,2,3}",7,2201221,4,4,4,0,False,False
"{0,1,2,3}",7,2201222,3,3,3,0,False,False
"{0,1,2,3}",7,2201223,3,3,3,0,False,False
"{0,1,2,3}",7,2201230,4,4,4,0,False,False
"{0,1,2,3}",7,2201231,3,3,3,0,False,False
"{0,1,2,3}",7,2201232,3,3,3,0,False,False
"{0,1,2,3}",7,2201233,3,3,3,0,False,False
"{0,1,2,3}",7,2201300,6,6,6,0,False,False
"{0,1,2,3}",7,2201301,5,5,5,0,False,False
"{0,1,2,3}",7,2201302,4,4,4,0,False,False
"{0,1,2,3}",7,2201303,4,4,4,0,False,False
"{0,1,2,3}",7,2201310,5,5,5,0,False,False
"{0,1,2,3}",7,2201311,4,4,4,0,False,False
"{0,1,2,3}",7,2201312,3,3,3,0,False,False
"{0,1,2,3}",7,2201313,3,3,3,0,False,False
"{0,1,2,3}",7,2201320,4,4,4,0,False,False
"{0,1,2,3}",7,2201321,3,3,3,0,False,False
"{0,1,2,3}",7,2201322,3,3,3,0,False,False
"{0,1,2,3}",7,2201323,3,3,3,0,False,False
"{0,1,2,3}",7,2201330,3,3,3,0,False,False
"{0,1,2,3}",7,2201331,3,3,3,0,False,False
"{0,1,2,3}",7,2201332,3,3,3,0,False,False
"{0,1,2,3}",7,2201333,3,3,3,0,False,False
"{0,1,2,3}",7,2202000,8,8,8,0,False,False
"{0,1,2,3}",7,2202001,7,7,7,0,False,False
"{0,1,2,3}",7,2202002,6,6,6,0,False,False
"{0,1,2,3}",7,2202003,6,6,6,0,False,False
"{0,1,2,3}",7,2202010,7,7,7,0,False,False
"{0,1,2,3}",7,2202011,6,6,6,0,False,False
"{0,1,2,3}",7,2202012,5,5,5,0,False,False
"{0,1,2,3}",7,2202013,5,5,5,0,False,False
"{0,1,2,3}",7,2202020,6,6,6,0,False,False
"{0,1,2,3}",7,2202021,5,5,5,0,False,False
"{0,1,2,3}",7,2202022,4,4,4,0,False,False
"{0,1,2,3}",7,2202023,4,4,4,0,False,False
"{0,1,2,3}",7,2202030,5,5,5,0,False,False
"{0,1,2,3}",7,2202031,4,4,4,0,False,False
"{0,1,2,3}",7,2202032,4,4,4,0,False,False
"{0,1,2,3}",7,2202033,4,4,4,0,False,False
"{0,1,2,3}",7,2202100,7,7,7,0,False,False
"{0,1,2,3}",7,2202101,6,6,6,0,False,False
"{0,1,2,3}",7,2202102,5,5,5,0,False,False
"{0,1,2,3}",7,2202103,5,5,5,0,False,False
"{0,1,2,3}",7,2202110,6,6,6,0,False,False
"{0,1,2,3}",7,2202111,5,5,5,0,False,False
"{0,1,2,3}",7,2202112,4,4,4,0,False,False
"{0,1,2,3}",7,2202113,4,4,4,0,False,False
"{0,1,2,3}",7,2202120,5,5,5,0,False,False
"{0,1,2,3}",7,2202121,4,4,4,0,False,False
"{0,1,2,3}",7,2202122,3,3,3,0,False,False
"{0,1,2,3}",7,2202123,3,3,3,0,False,False
"{0,1,2,3}",7,2202130,4,4,4,0,False,False
"{0,1,2,3}",7,2202131,3,3,3,0,False,False
"{0,1,2,3}",7,2202132,3,3,3,0,False,False
"{0,1,2,3}",7,2202133,3,3,3,0,False,False
"{0,1,2,3}",7,2202200,6,6,6,0,False,False
"{0,1,2,3}",7,2202201,5,5,5,0,False,False
"{0,1,2,3}",7,2202202,4,4,4,0,False,False
"{0,1,2,3}",7,2202203,4,4,4,0,False,False
"{0,1,2,3}",7,2202210,5,5,5,0,False,False
"{0,1,2,3}",7,2202211,4,4,4,0,False,False
"{0,1,2,3}",7,2202212,3,3,3,0,False,False
"{0,1,2,3}",7,2202213,3,3,3,0,False,False
"{0,1,2,3}",7,2202220,4,4,4,0,False,False
"{0,1,2,3}",7,2202221,3,3,3,0,False,False
"{0,1,2,3}",7,2202222,2,2,2,0,False,False
"{0,1,2,3}",7,2202223,2,2,2,0,False,False
"{0,1,2,3}",7,2202230,3,3,3,0,False,False
"{0,1,2,3}",7,2202231,2,2,2,0,False,False
"{0,1,2,3}",7,2202232,2,2,2,0,False,False
"{0,1,2,3}",7,2202233,2,2,2,0,False,False
"{0,1,2,3}",7,2202300,5,5,5,0,False,False
"{0,1,2,3}",7,2202301,4,4,4,0,False,False
"{0,1,2,3}",7,2202302,3,3,3,0,False,False
"{0,1,2,3}",7,2202303,3,3,3,0,False,False
"{0,1,2,3}",7,2202310,4,4,4,0,False,False
"{0,1,2,3}",7,2202311,3,3,3,0,False,False
"{0,1,2,3}",7,2202312,2,2,2,0,False,False
"{0,1,2,3}",7,2202313,2,2,2,0,False,False
"{0,1,2,3}",7,2202320,3,3,3,0,False,False
"{0,1,2,3}",7,2202321,2,2,2,0,False,False
"{0,1,2,3}",7,2202322,2,2,2,0,False,False
"{0,1,2,3}",7,2202323,2,2,2,0,False,False
"{0,1,2,3}",7,2202330,2,2,2,0,False,False
"{0,1,2,3}",7,2202331,2,2,2,0,False,False
"{0,1,2,3}",7,2202332,2,2,2,0,False,False
"{0,1,2,3}",7,2202333,2,2,2,-1,False,False
"{0,1,2,3}",7,2203000,7,7,7,0,False,False
"{0,1,2,3}",7,2203001,6,6,6,0,False,False
"{0,1,2,3}",7,2203002,5,5,5,0,False,False
"{0,1,2,3}",7,2203003,5,5,5,0,False,False
"{0,1,2,3}",7,2203010,6,6,6,0,False,False
"{0,1,2,3}",7,2203011,5,5,5,0,False,False
"{0,1,2,3}",7,2203012,4,4,4,0,False,False
"{0,1,2,3}",7,2203013,4,4,4,0,False,False
"{0,1,2,3}",7,2203020,5,5,5,0,False,False
"{0,1,2,3}",7,2203021,4,4,4,0,False,False
"{0,1,2,3}",7,2203022,3,3,3,0,False,False
"{0,1,2,3}",7,2203023,3,3,3,0,False,False
"{0,1,2,3}",7,2203030,4,4,4,0,False,False
"{0,1,2,3}",7,2203031,3,3,3,0,False,False
"{0,1,2,3}",7,2203032,3,3,3,0,False,False
"{0,1,2,3}",7,2203033,3,3,3,0,False,False
"{0,1,2,3}",7,2203100,6,6,6,0,False,False
"{0,1,2,3}",7,2203101,5,5,5,0,False,False
"{0,1,2,3}",7,2203102,4,4,4,0,False,False
"{0,1,2,3}",7,2203103,4,4,4,0,False,False
"{0,1,2,3}",7,2203110,5,5,5,0,False,False
"{0,1,2,3}",7,2203111,4,4,4,0,False,False
"{0,1,2,3}",7,2203112,3,3,3,0,False,False
"{0,1,2,3}",7,2203113,3,3,3,0,False,False
"{0,1,2,3}",7,2203120,4,4,4,0,False,False
"{0,1,2,3}",7,2203121,3,3,3,0,False,False
"{0,1,2,3}",7,2203122,2,2,2,0,False,False
"{0,1,2,3}",7,2203123,2,2,2,0,False,False
"{0,1,2,3}",7,2203130,3,3,3,0,False,False
"{0,1,2,3}",7,2203131,2,2,2,0,False,False
"{0,1,2,3}",7,2203132,2,2,2,0,False,False
"{0,1,2,3}",7,2203133,2,2,2,0,False,False
"{0,1,2,3}",7,2203200,5,5,5,0,False,False
"{0,1,2,3}",7,2203201,4,4,4,0,False,False
"{0,1,2,3}",7,2203202,3,3,3,0,False,False
"{0,1,2,3}",7,2203203,3,3,3,0,False,False
"{0,1,2,3}",7,2203210,4,4,4,0,False,False
"{0,1,2,3}",7,2203211,3,3,3,0,False,False
"{0,1,2,3}",7,2203212,2,2,2,0,False,False
"{0,1,2,3}",7,2203213,2,2,2,0,False,False
"{0,1,2,3}",7,2203220,3,3,3,0,False,False
"{0,1,2,3}",7,2203221,2,2,2,0,False,False
"{0,1,2,3}",7,2203222,2,2,2,0,False,False
"{0,1,2,3}",7,2203223,2,2,2,0,False,False
"{0,1,2,3}",7,2203230,2,2,2,0,False,False
"{0,1,2,3}",7,2203231,2,2,2,0,False,False
"{0,1,2,3}",7,2203232,2,2,2,0,False,False
"{0,1,2,3}",7,2203233,2,2,2,-1,False,False
"{0,1,2,3}",7,2203300,4,4,4,0,False,False
"{0,1,2,3}",7,2203301,3,3,3,0,False,False
"{0,1,2,3}",7,2203302,2,2,2,0,False,False
"{0,1,2,3}",7,2203303,2,2,2,0,False,False
"{0,1,2,3}",7,2203310,3,3,3,0,False,False
"{0,1,2,3}",7,2203311,2,2,2,0,False,False
"{0,1,2,3}",7,2203312,2,2,2,0,False,False
"{0,1,2,3}",7,2203313,2,2,2,0,False,False
"{0,1,2,3}",7,2203320,2,2,2,0,False,False
"{0,1,2,3}",7,2203321,2,2,2,0,False,False
"{0,1,2,3}",7,2203322,2,2,2,0,False,False
"{0,1,2,3}",7,2203323,2,2,2,-1,False,False
"{0,1,2,3}",7,2203330,2,2,2,-1,False,False
"{0,1,2,3}",7,2203331,2,2,2,-1,False,False
"{0,1,2,3}",7,2203332,2,2,2,-1,False,False
"{0,1,2,3}",7,2203333,2,2,2,-2,False,False
"{0,1,2,3}",7,2210000,9,9,9,0,False,False
"{0,1,2,3}",7,2210001,8,8,8,0,False,False
"{0,1,2,3}",7,2210002,7,7,7,0,False,False
"{0,1,2,3}",7,2210003,7,7,7,0,False,False
"{0,1,2,3}",7,2210010,8,8,8,0,False,False
"{0,1,2,3}",7,2210011,7,7,7,0,False,False
"{0,1,2,3}",7,2210012,6,6,6,0,False,False
"{0,1,2,3}",7,2210013,6,6,6,0,False,False
"{0,1,2,3}",7,2210020,7,7,7,0,False,False
"{0,1,2,3}",7,2210021,6,6,6,0,False,False
"{0,1,2,3}",7,2210022,5,5,5,0,False,False
"{0,1,2,3}",7,2210023,5,5,5,0,False,False
"{0,1,2,3}",7,2210030,6,6,6,0,False,False
"{0,1,2,3}",7,2210031,5,5,5,0,False,False
"{0,1,2,3}",7,2210032,5,5,5,0,False,False
"{0,1,2,3}",7,2210033,5,5,5,0,False,False
"{0,1,2,3}",7,2210100,8,8,8,0,False,False
"{0,1,2,3}",7,2210101,7,7,7,0,False,False
"{0,1,2,3}",7,2210102,6,6,6,0,False,False
"{0,1,2,3}",7,2210103,6,6,6,0,False,False
"{0,1,2,3}",7,2210110,7,7,7,0,False,False
"{0,1,2,3}",7,2210111,6,6,6,0,False,False
"{0,1,2,3}",7,2210112,5,5,5,0,False,False
"{0,1,2,3}",7,2210113,5,5,5,0,False,False
"{0,1,2,3}",7,2210120,6,6,6,0,False,False
"{0,1,2,3}",7,2210121,5,5,5,0,False,False
"{0,1,2,3}",7,2210122,4,4,4,0,False,False
"{0,1,2,3}",7,2210123,4,4,4,0,False,False
"{0,1,2,3}",7,2210130,5,5,5,0,False,False
"{0,1,2,3}",7,2210131,4,4,4,0,False,False
"{0,1,2,3}",7,2210132,4,4,4,0,False,False
"{0,1,2,3}",7,2210133,4,4,4,0,False,False
"{0,1,2,3}",7,2210200,7,7,7,0,False,False
"{0,1,2,3}",7,2210201,6,6,6,0,False,False
"{0,1,2,3}",7,2210202,5,5,5,0,False,False
"{0,1,2,3}",7,2210203,5,5,5,0,False,False
"{0,1,2,3}",7,2210210,6,6,6,0,False,False
"{0,1,2,3}",7,2210211,5,5,5,0,False,False
"{0,1,2,3}",7,2210212,4,4,4,0,False,False
"{0,1,2,3}",7,2210213,4,4,4,0,False,False
"{0,1,2,3}",7,2210220,5,5,5,0,False,False
"{0,1,2,3}",7,2210221,4,4,4,0,False,False
"{0,1,2,3}",7,2210222,3,3,3,0,False,False
"{0,1,2,3}",7,2210223,3,3,3,0,False,False
"{0,1,2,3}",7,2210230,4,4,4,0,False,False
"{0,1,2,3}",7,2210231,3,3,3,0,False,False
"{0,1,2,3}",7,2210232,3,3,3,0,False,False
"{0,1,2,3}",7,2210233,3,3,3,0,False,False
"{0,1,2,3}",7,2210300,6,6,6,0,False,False
"{0,1,2,3}",7,2210301,5,5,5,0,False,False
"{0,1,2,3}",7,2210302,4,4,4,0,False,False
"{0,1,2,3}",7,2210303,4,4,4,0,False,False
"{0,1,2,3}",7,2210310,5,5,5,0,False,False
"{0,1,2,3}",7,2210311,4,4,4,0,False,False
"{0,1,2,3}",7,2210312,3,3,3,0,False,False
"{0,1,2,3}",7,2210313,3,3,3,0,False,False
"{0,1,2,3}",7,2210320,4,4,4,0,False,False
"{0,1,2,3}",7,2210321,3,3,3,0,False,False
"{0,1,2,3}",7,2210322,3,3,3,0,False,False
"{0,1,2,3}",7,2210323,3,3,3,0,False,False
"{0,1,2,3}",7,2210330,3,3,3,0,False,False
"{0,1,2,3}",7,2210331,3,3,3,0,False,False
"{0,1,2,3}",7,2210332,3,3,3,0,False,False
"{0,1,2,3}",7,2210333,3,3,3,0,False,False
"{0,1,2,3}",7,2211000,8,8,8,0,False,False
"{0,1,2,3}",7,2211001,7,7,7,0,False,False
"{0,1,2,3}",7,2211002,6,6,6,0,False,False
"{0,1,2,3}",7,2211003,6,6,6,0,False,False
"{0,1,2,3}",7,2211010,7,7,7,0,False,False
"{0,1,2,3}",7,2211011,6,6,6,0,False,False
"{0,1,2,3}",7,2211012,5,5,5,0,False,False
"{0,1,2,3}",7,2211013,5,5,5,0,False,False
"{0,1,2,3}",7,2211020,6,6,6,0,False,False
"{0,1,2,3}",7,2211021,5,5,5,0,False,False
"{0,1,2,3}",7,2211022,4,4,4,0,False,False
"{0,1,2,3}",7,2211023,4,4,4,0,False,False
"{0,1,2,3}",7,2211030,5,5,5,0,False,False
"{0,1,2,3}",7,2211031,4,4,4,0,False,False
"{0,1,2,3}",7,2211032,4,4,4,0,False,False
"{0,1,2,3}",7,2211033,4,4,4,0,False,False
"{0,1,2,3}",7,2211100,7,7,7,0,False,False
"{0,1,2,3}",7,2211101,6,6,6,0,False,False
"{0,1,2,3}",7,2211102,5,5,5,0,False,False
"{0,1,2,3}",7,2211103,5,5,5,0,False,False
"{0,1,2,3}",7,2211110,6,6,6,0,False,False
"{0,1,2,3}",7,2211111,5,5,5,0,False,False
"{0,1,2,3}",7,2211112,4,4,4,0,False,False
"{0,1,2,3}",7,2211113,4,4,4,0,False,False
"{0,1,2,3}",7,2211120,5,5,5,0,False,False
"{0,1,2,3}",7,2211121,4,4,4,0,False,False
"{0,1,2,3}",7,2211122,3,3,3,0,False,False
"{0,1,2,3}",7,2211123,3,3,3,0,False,False
"{0,1,2,3}",7,2211130,4,4,4,0,False,False
"{0,1,2,3}",7,2211131,3,3,3,0,False,False
"{0,1,2,3}",7,2211132,3,3,3,0,False,False
"{0,1,2,3}",7,2211133,3,3,3,0,False,False
"{0,1,2,3}",7,2211200,6,6,6,0,False,False
"{0,1,2,3}",7,2211201,5,5,5,0,False,False
"{0,1,2,3}",7,2211202,4,4,4,0,False,False
"{0,1,2,3}",7,2211203,4,4,4,0,False,False
"{0,1,2,3}",7,2211210,5,5,5,0,False,False
"{0,1,2,3}",7,2211211,4,4,4,0,False,False
"{0,1,2,3}",7,2211212,3,3,3,0,False,False
"{0,1,2,3}",7,2211213,3,3,3,0,False,False
"{0,1,2,3}",7,2211220,4,4,4,0,False,False
"{0,1,2,3}",7,2211221,3,3,3,0,False,False
"{0,1,2,3}",7,2211222,2,2,2,0,False,False
"{0,1,2,3}",7,2211223,2,2,2,0,False,False
"{0,1,2,3}",7,2211230,3,3,3,0,False,False
"{0,1,2,3}",7,2211231,2,2,2,0,False,False
"{0,1,2,3}",7,2211232,2,2,2,0,False,False
"{0,1,2,3}",7,2211233,2,2,2,0,False,False
"{0,1,2,3}",7,2211300,5,5,5,0,False,False
"{0,1,2,3}",7,2211301,4,4,4,0,False,False
"{0,1,2,3}",7,2211302,3,3,3,0,False,False
"{0,1,2,3}",7,2211303,3,3,3,0,False,False
"{0,1,2,3}",7,2211310,4,4,4,0,False,False
"{0,1,2,3}",7,2211311,3,3,3,0,False,False
"{0,1,2,3}",7,2211312,2,2,2,0,False,False
"{0,1,2,3}",7,2211313,2,2,2,0,False,False
"{0,1,2,3}",7,2211320,3,3,3,0,False,False
"{0,1,2,3}",7,2211321,2,2,2,0,False,False
"{0,1,2,3}",7,2211322,2,2,2,0,False,False
"{0,1,2,3}",7,2211323,2,2,2,0,False,False
"{0,1,2,3}",7,2211330,2,2,2,0,False,False
"{0,1,2,3}",7,2211331,2,2,2,0,False,False
"{0,1,2,3}",7,2211332,2,2,2,0,False,False
"{0,1,2,3}",7,2211333,2,2,2,-1,False,False
"{0,1,2,3}",7,2212000,7,7,7,0,False,False
"{0,1,2,3}",7,2212001,6,6,6,0,False,False
"{0,1,2,3}",7,2212002,5,5,5,0,False,False
"{0,1,2,3}",7,2212003,5,5,5,0,False,False
"{0,1,2,3}",7,2212010,6,6,6,0,False,False
"{0,1,2,3}",7,2212011,5,5,5,0,False,False
"{0,1,2,3}",7,2212012,4,4,4,0,False,False
"{0,1,2,3}",7,2212013,4,4,4,0,False,False
"{0,1,2,3}",7,2212020,5,5,5,0,False,False
"{0,1,2,3}",7,2212021,4,4,4,0,False,False
"{0,1,2,3}",7,2212022,3,3,3,0,False,False
"{0,1,2,3}",7,2212023,3,3,3,0,False,False
"{0,1,2,3}",7,2212030,4,4,4,0,False,False
"{0,1,2,3}",7,2212031,3,3,3,0,False,False
"{0,1,2,3}",7,2212032,3,3,3,0,False,False
"{0,1,2,3}",7,2212033,3,3,3,0,False,False
"{0,1,2,3}",7,2212100,6,6,6,0,False,False
"{0,1,2,3}",7,2212101,5,5,5,0,False,False
"{0,1,2,3}",7,2212102,4,4,4,0,False,False
"{0,1,2,3}",7,2212103,4,4,4,0,False,False
"{0,1,2,3}",7,2212110,5,5,5,0,False,False
"{0,1,2,3}",7,2212111,4,4,4,0,False,False
"{0,1,2,3}",7,2212112,3,3,3,0,False,False
"{0,1,2,3}",7,2212113,3,3,3,0,False,False
"{0,1,2,3}",7,2212120,4,4,4,0,False,False
"{0,1,2,3}",7,2212121,3,3,3,0,False,False
"{0,1,2,3}",7,2212122,2,2,2,0,False,False
"{0,1,2,3}",7,2212123,2,2,2,0,False,False
"{0,1,2,3}",7,2212130,3,3,3,0,False,False
"{0,1,2,3}",7,2212131,2,2,2,0,False,False
"{0,1,2,3}",7,2212132,2,2,2,0,False,False
"{0,1,2,3}",7,2212133,2,2,2,0,False,False
"{0,1,2,3}",7,2212200,5,5,5,0,False,False
"{0,1,2,3}",7,2212201,4,4,4,0,False,False
"{0,1,2,3}",7,2212202,3,3,3,0,False,False
"{0,1,2,3}",7,2212203,3,3,3,0,False,False
"{0,1,2,3}",7,2212210,4,4,4,0,False,False
"{0,1,2,3}",7,2212211,3,3,3,0,False,False
"{0,1,2,3}",7,2212212,2,2,2,0,False,False
"{0,1,2,3}",7,2212213,2,2,2,0,False,False
"{0,1,2,3}",7,2212220,3,3,3,0,False,False
"{0,1,2,3}",7,2212221,2,2,2,0,False,False
"{0,1,2,3}",7,2212222,1,1,1,0,False,False
"{0,1,2,3}",7,2212223,1,1,1,0,False,False
"{0,1,2,3}",7,2212230,2,2,2,0,False,False
"{0,1,2,3}",7,2212231,1,1,1,0,False,False
"{0,1,2,3}",7,2212232,1,1,1,0,False,False
"{0,1,2,3}",7,2212233,1,1,1,-1,False,False
"{0,1,2,3}",7,2212300,4,4,4,0,False,False
"{0,1,2,3}",7,2212301,3,3,3,0,False,False
"{0,1,2,3}",7,2212302,2,2,2,0,False,False
"{0,1,2,3}",7,2212303,2,2,2,0,False,False
"{0,1,2,3}",7,2212310,3,3,3,0,False,False
"{0,1,2,3}",7,2212311,2,2,2,0,False,False
"{0,1,2,3}",7,2212312,1,1,1,0,False,False
"{0,1,2,3}",7,2212313,1,1,1,0,False,False
"{0,1,2,3}",7,2212320,2,2,2,0,False,False
"{0,1,2,3}",7,2212321,1,1,1,0,False,False
"{0,1,2,3}",7,2212322,1,1,1,0,False,False
"{0,1,2,3}",7,2212323,1,1,1,-1,False,False
"{0,1,2,3}",7,2212330,2,1,1,-1,True,False
"{0,1,2,3}",7,2212331,1,1,1,-1,False,False
"{0,1,2,3}",7,2212332,1,1,1,-1,False,False
"{0,1,2,3}",7,2212333,1,1,1,-2,False,False
"{0,1,2,3}",7,2213000,6,6,6,0,False,False
"{0,1,2,3}",7,2213001,5,5,5,0,False,False
"{0,1,2,3}",7,2213002,4,4,4,0,False,False
"{0,1,2,3}",7,2213003,4,4,4,0,False,False
"{0,1,2,3}",7,2213010,5,5,5,0,False,False
"{0,1,2,3}",7,2213011,4,4,4,0,False,False
"{0,1,2,3}",7,2213012,3,3,3,0,False,False
"{0,1,2,3}",7,2213013,3,3,3,0,False,False
"{0,1,2,3}",7,2213020,4,4,4,0,False,False
"{0,1,2,3}",7,2213021,3,3,3,0,False,False
"{0,1,2,3}",7,2213022,2,2,2,0,False,False
"{0,1,2,3}",7,2213023,2,2,2,0,False,False
"{0,1,2,3}",7,2213030,3,3,3,0,False,False
"{0,1,2,3}",7,2213031,2,2,2,0,False,False
"{0,1,2,3}",7,2213032,2,2,2,0,False,False
"{0,1,2,3}",7,2213033,2,2,2,0,False,False
"{0,1,2,3}",7,2213100,5,5,5,0,False,False
"{0,1,2,3}",7,2213101,4,4,4,0,False,False
"{0,1,2,3}",7,2213102,3,3,3,0,False,False
"{0,1,2,3}",7,2213103,3,3,3,0,False,False
"{0,1,2,3}",7,2213110,4,4,4,0,False,False
"{0,1,2,3}",7,2213111,3,3,3,0,False,False
"{0,1,2,3}",7,2213112,2,2,2,0,False,False
"{0,1,2,3}",7,2213113,2,2,2,0,False,False
"{0,1,2,3}",7,2213120,3,3,3,0,False,False
"{0,1,2,3}",7,2213121,2,2,2,0,False,False
"{0,1,2,3}",7,2213122,1,1,1,0,False,False
"{0,1,2,3}",7,2213123,1,1,1,0,False,False
"{0,1,2,3}",7,2213130,2,2,2,0,False,False
"{0,1,2,3}",7,2213131,1,1,1,0,False,False
"{0,1,2,3}",7,2213132,1,1,1,0,False,False
"{0,1,2,3}",7,2213133,1,1,1,-1,False,False
"{0,1,2,3}",7,2213200,4,4,4,0,False,False
"{0,1,2,3}",7,2213201,3,3,3,0,False,False
"{0,1,2,3}",7,2213202,2,2,2,0,False,False
"{0,1,2,3}",7,2213203,2,2,2,0,False,False
"{0,1,2,3}",7,2213210,3,3,3,0,False,False
"{0,1,2,3}",7,2213211,2,2,2,0,False,False
