alphabet,m,word,D_ceil,L,min_g_loop
"{0,1,2,3}",7,2331312,2,0,-2
"{0,1,2,3}",7,2331313,2,0,-2
"{0,1,2,3}",7,2331320,2,0,-2
"{0,1,2,3}",7,2331321,2,0,-2
"{0,1,2,3}",7,2331322,2,0,-2
"{0,1,2,3}",7,2331323,2,0,-3
"{0,1,2,3}",7,2331330,2,0,-3
"{0,1,2,3}",7,2331331,2,0,-3
"{0,1,2,3}",7,2331332,2,0,-3
"{0,1,2,3}",7,2331333,2,0,-4
"{0,1,2,3}",7,2332000,5,4,-2
"{0,1,2,3}",7,2332001,4,3,-2
"{0,1,2,3}",7,2332002,3,2,-2
"{0,1,2,3}",7,2332003,3,2,-2
"{0,1,2,3}",7,2332010,4,3,-2
"{0,1,2,3}",7,2332011,3,2,-2
"{0,1,2,3}",7,2332012,2,1,-2
"{0,1,2,3}",7,2332013,2,1,-2
"{0,1,2,3}",7,2332020,3,2,-2
"{0,1,2,3}",7,2332021,2,1,-2
"{0,1,2,3}",7,2332022,2,0,-2
"{0,1,2,3}",7,2332023,2,0,-2
"{0,1,2,3}",7,2332030,2,1,-2
"{0,1,2,3}",7,2332031,2,0,-2
"{0,1,2,3}",7,2332032,2,0,-2
"{0,1,2,3}",7,2332033,2,0,-2
"{0,1,2,3}",7,2332100,4,3,-2
"{0,1,2,3}",7,2332101,3,2,-2
"{0,1,2,3}",7,2332102,2,1,-2
"{0,1,2,3}",7,2332103,2,1,-2
"{0,1,2,3}",7,2332110,3,2,-2
"{0,1,2,3}",7,2332111,2,1,-2
"{0,1,2,3}",7,2332112,1,0,-2
"{0,1,2,3}",7,2332113,1,0,-2
"{0,1,2,3}",7,2332120,2,1,-2
"{0,1,2,3}",7,2332121,1,0,-2
"{0,1,2,3}",7,2332122,1,0,-2
"{0,1,2,3}",7,2332123,1,0,-2
"{0,1,2,3}",7,2332130,2,0,-2
"{0,1,2,3}",7,2332131,1,0,-2
"{0,1,2,3}",7,2332132,1,0,-2
"{0,1,2,3}",7,2332133,1,0,-3
"{0,1,2,3}",7,2332200,3,2,-2
"{0,1,2,3}",7,2332201,2,1,-2
"{0,1,2,3}",7,2332202,1,0,-2
"{0,1,2,3}",7,2332203,1,0,-2
"{0,1,2,3}",7,2332210,2,1,-2
"{0,1,2,3}",7,2332211,1,0,-2
"{0,1,2,3}",7,2332212,1,0,-2
"{0,1,2,3}",7,2332213,1,0,-2
"{0,1,2,3}",7,2332220,2,0,-2
"{0,1,2,3}",7,2332221,1,0,-2
"{0,1,2,3}",7,2332222,1,0,-2
"{0,1,2,3}",7,2332223,1,0,-3
"{0,1,2,3}",7,2332230,1,0,-3
"{0,1,2,3}",7,2332231,1,0,-3
"{0,1,2,3}",7,2332232,1,0,-3
"{0,1,2,3}",7,2332233,1,0,-4
"{0,1,2,3}",7,2332300,3,1,-3
"{0,1,2,3}",7,2332301,2,0,-3
"{0,1,2,3}",7,2332302,2,0,-3
"{0,1,2,3}",7,2332303,2,0,-3
"{0,1,2,3}",7,2332310,2,0,-3
"{0,1,2,3}",7,2332311,2,0,-3
"{0,1,2,3}",7,2332312,2,0,-3
"{0,1,2,3}",7,2332313,2,0,-3
"{0,1,2,3}",7,2332320,2,0,-3
"{0,1,2,3}",7,2332321,2,0,-3
"{0,1,2,3}",7,2332322,2,0,-3
"{0,1,2,3}",7,2332323,2,0,-4
"{0,1,2,3}",7,2332330,2,0,-4
"{0,1,2,3}",7,2332331,2,0,-4
"{0,1,2,3}",7,2332332,2,0,-4
"{0,1,2,3}",7,2332333,2,0,-5
"{0,1,2,3}",7,2333000,4,3,-3
"{0,1,2,3}",7,2333001,3,2,-3
"{0,1,2,3}",7,2333002,2,1,-3
"{0,1,2,3}",7,2333003,2,1,-3
"{0,1,2,3}",7,2333010,3,2,-3
"{0,1,2,3}",7,2333011,2,1,-3
"{0,1,2,3}",7,2333012,1,0,-3
"{0,1,2,3}",7,2333013,1,0,-3
"{0,1,2,3}",7,2333020,2,1,-3
"{0,1,2,3}",7,2333021,1,0,-3
"{0,1,2,3}",7,2333022,1,0,-3
"{0,1,2,3}",7,2333023,1,0,-3
"{0,1,2,3}",7,2333030,2,0,-3
"{0,1,2,3}",7,2333031,1,0,-3
"{0,1,2,3}",7,2333032,1,0,-3
"{0,1,2,3}",7,2333033,1,0,-3
"{0,1,2,3}",7,2333100,3,2,-3
"{0,1,2,3}",7,2333101,2,1,-3
"{0,1,2,3}",7,2333102,1,0,-3
"{0,1,2,3}",7,2333103,1,0,-3
"{0,1,2,3}",7,2333110,2,1,-3
"{0,1,2,3}",7,2333111,1,0,-3
"{0,1,2,3}",7,2333112,1,0,-3
"{0,1,2,3}",7,2333113,1,0,-3
"{0,1,2,3}",7,2333120,2,0,-3
"{0,1,2,3}",7,2333121,1,0,-3
"{0,1,2,3}",7,2333122,1,0,-3
"{0,1,2,3}",7,2333123,1,0,-3
"{0,1,2,3}",7,2333130,1,0,-3
"{0,1,2,3}",7,2333131,1,0,-3
"{0,1,2,3}",7,2333132,1,0,-3
"{0,1,2,3}",7,2333133,1,0,-4
"{0,1,2,3}",7,2333200,5,1,-3
"{0,1,2,3}",7,2333201,4,0,-3
"{0,1,2,3}",7,2333202,3,0,-3
"{0,1,2,3}",7,2333203,3,0,-3
"{0,1,2,3}",7,2333210,4,0,-3
"{0,1,2,3}",7,2333211,3,0,-3
"{0,1,2,3}",7,2333212,3,0,-3
"{0,1,2,3}",7,2333213,3,0,-3
"{0,1,2,3}",7,2333220,3,0,-3
"{0,1,2,3}",7,2333221,3,0,-3
"{0,1,2,3}",7,2333222,3,0,-3
"{0,1,2,3}",7,2333223,3,0,-4
"{0,1,2,3}",7,2333230,3,0,-4
"{0,1,2,3}",7,2333231,3,0,-4
"{0,1,2,3}",7,2333232,3,0,-4
"{0,1,2,3}",7,2333233,3,0,-5
"{0,1,2,3}",7,2333300,5,0,-4
"{0,1,2,3}",7,2333301,4,0,-4
"{0,1,2,3}",7,2333302,4,0,-4
"{0,1,2,3}",7,2333303,4,0,-4
"{0,1,2,3}",7,2333310,4,0,-4
"{0,1,2,3}",7,2333311,4,0,-4
"{0,1,2,3}",7,2333312,3,0,-4
"{0,1,2,3}",7,2333313,3,0,-4
"{0,1,2,3}",7,2333320,4,0,-4
"{0,1,2,3}",7,2333321,3,0,-4
"{0,1,2,3}",7,2333322,2,0,-4
"{0,1,2,3}",7,2333323,2,0,-5
"{0,1,2,3}",7,2333330,3,0,-5
"{0,1,2,3}",7,2333331,2,0,-5
"{0,1,2,3}",7,2333332,2,0,-5
"{0,1,2,3}",7,2333333,2,0,-6
"{0,1,2,3}",7,3000000,13,11,-1
"{0,1,2,3}",7,3000001,12,10,-1
"{0,1,2,3}",7,3000002,11,9,-1
"{0,1,2,3}",7,3000003,11,9,-1
"{0,1,2,3}",7,3000010,12,10,-1
"{0,1,2,3}",7,3000011,11,9,-1
"{0,1,2,3}",7,3000012,10,8,-1
"{0,1,2,3}",7,3000013,10,8,-1
"{0,1,2,3}",7,3000020,11,9,-1
"{0,1,2,3}",7,3000021,10,8,-1
"{0,1,2,3}",7,3000022,10,7,-1
"{0,1,2,3}",7,3000023,10,7,-1
"{0,1,2,3}",7,3000030,10,8,-1
"{0,1,2,3}",7,3000031,10,7,-1
"{0,1,2,3}",7,3000032,9,7,-1
"{0,1,2,3}",7,3000033,9,7,-1
"{0,1,2,3}",7,3000100,12,10,-1
"{0,1,2,3}",7,3000101,11,9,-1
"{0,1,2,3}",7,3000102,10,8,-1
"{0,1,2,3}",7,3000103,10,8,-1
"{0,1,2,3}",7,3000110,11,9,-1
"{0,1,2,3}",7,3000111,10,8,-1
"{0,1,2,3}",7,3000112,9,7,-1
"{0,1,2,3}",7,3000113,9,7,-1
"{0,1,2,3}",7,3000120,10,8,-1
"{0,1,2,3}",7,3000121,9,7,-1
"{0,1,2,3}",7,3000122,9,6,-1
"{0,1,2,3}",7,3000123,9,6,-1
"{0,1,2,3}",7,3000130,9,7,-1
"{0,1,2,3}",7,3000131,9,6,-1
"{0,1,2,3}",7,3000132,8,6,-1
"{0,1,2,3}",7,3000133,8,6,-1
"{0,1,2,3}",7,3000200,11,9,-1
"{0,1,2,3}",7,3000201,10,8,-1
"{0,1,2,3}",7,3000202,9,7,-1
"{0,1,2,3}",7,3000203,9,7,-1
"{0,1,2,3}",7,3000210,10,8,-1
"{0,1,2,3}",7,3000211,9,7,-1
"{0,1,2,3}",7,3000212,8,6,-1
"{0,1,2,3}",7,3000213,8,6,-1
"{0,1,2,3}",7,3000220,9,7,-1
"{0,1,2,3}",7,3000221,8,6,-1
"{0,1,2,3}",7,3000222,8,5,-1
"{0,1,2,3}",7,3000223,8,5,-1
"{0,1,2,3}",7,3000230,8,6,-1
"{0,1,2,3}",7,3000231,8,5,-1
"{0,1,2,3}",7,3000232,7,5,-1
"{0,1,2,3}",7,3000233,7,5,-1
"{0,1,2,3}",7,3000300,10,8,-1
"{0,1,2,3}",7,3000301,9,7,-1
"{0,1,2,3}",7,3000302,8,6,-1
"{0,1,2,3}",7,3000303,8,6,-1
"{0,1,2,3}",7,3000310,9,7,-1
"{0,1,2,3}",7,3000311,8,6,-1
"{0,1,2,3}",7,3000312,7,5,-1
"{0,1,2,3}",7,3000313,7,5,-1
"{0,1,2,3}",7,3000320,8,6,-1
"{0,1,2,3}",7,3000321,7,5,-1
"{0,1,2,3}",7,3000322,7,5,-1
"{0,1,2,3}",7,3000323,7,5,-1
"{0,1,2,3}",7,3000330,7,5,-1
"{0,1,2,3}",7,3000331,7,5,-1
"{0,1,2,3}",7,3000332,7,5,-1
"{0,1,2,3}",7,3000333,7,5,-1
"{0,1,2,3}",7,3001000,12,10,-1
"{0,1,2,3}",7,3001001,11,9,-1
"{0,1,2,3}",7,3001002,10,8,-1
"{0,1,2,3}",7,3001003,10,8,-1
"{0,1,2,3}",7,3001010,11,9,-1
"{0,1,2,3}",7,3001011,10,8,-1
"{0,1,2,3}",7,3001012,9,7,-1
"{0,1,2,3}",7,3001013,9,7,-1
"{0,1,2,3}",7,3001020,10,8,-1
"{0,1,2,3}",7,3001021,9,7,-1
"{0,1,2,3}",7,3001022,9,6,-1
"{0,1,2,3}",7,3001023,9,6,-1
"{0,1,2,3}",7,3001030,9,7,-1
"{0,1,2,3}",7,3001031,9,6,-1
"{0,1,2,3}",7,3001032,8,6,-1
"{0,1,2,3}",7,3001033,8,6,-1
"{0,1,2,3}",7,3001100,11,9,-1
"{0,1,2,3}",7,3001101,10,8,-1
"{0,1,2,3}",7,3001102,9,7,-1
"{0,1,2,3}",7,3001103,9,7,-1
"{0,1,2,3}",7,3001110,10,8,-1
"{0,1,2,3}",7,3001111,9,7,-1
"{0,1,2,3}",7,3001112,8,6,-1
"{0,1,2,3}",7,3001113,8,6,-1
"{0,1,2,3}",7,3001120,9,7,-1
"{0,1,2,3}",7,3001121,8,6,-1
"{0,1,2,3}",7,3001122,8,5,-1
"{0,1,2,3}",7,3001123,8,5,-1
"{0,1,2,3}",7,3001130,8,6,-1
"{0,1,2,3}",7,3001131,8,5,-1
"{0,1,2,3}",7,3001132,7,5,-1
"{0,1,2,3}",7,3001133,7,5,-1
"{0,1,2,3}",7,3001200,10,8,-1
"{0,1,2,3}",7,3001201,9,7,-1
"{0,1,2,3}",7,3001202,8,6,-1
"{0,1,2,3}",7,3001203,8,6,-1
"{0,1,2,3}",7,3001210,9,7,-1
"{0,1,2,3}",7,3001211,8,6,-1
"{0,1,2,3}",7,3001212,7,5,-1
"{0,1,2,3}",7,3001213,7,5,-1
"{0,1,2,3}",7,3001220,8,6,-1
"{0,1,2,3}",7,3001221,7,5,-1
"{0,1,2,3}",7,3001222,7,4,-1
"{0,1,2,3}",7,3001223,7,4,-1
"{0,1,2,3}",7,3001230,7,5,-1
"{0,1,2,3}",7,3001231,7,4,-1
"{0,1,2,3}",7,3001232,6,4,-1
"{0,1,2,3}",7,3001233,6,4,-1
"{0,1,2,3}",7,3001300,9,7,-1
"{0,1,2,3}",7,3001301,8,6,-1
"{0,1,2,3}",7,3001302,7,5,-1
"{0,1,2,3}",7,3001303,7,5,-1
"{0,1,2,3}",7,3001310,8,6,-1
"{0,1,2,3}",7,3001311,7,5,-1
"{0,1,2,3}",7,3001312,6,4,-1
"{0,1,2,3}",7,3001313,6,4,-1
"{0,1,2,3}",7,3001320,7,5,-1
"{0,1,2,3}",7,3001321,6,4,-1
"{0,1,2,3}",7,3001322,6,4,-1
"{0,1,2,3}",7,3001323,6,4,-1
"{0,1,2,3}",7,3001330,6,4,-1
"{0,1,2,3}",7,3001331,6,4,-1
"{0,1,2,3}",7,3001332,6,4,-1
"{0,1,2,3}",7,3001333,6,4,-1
"{0,1,2,3}",7,3002000,11,9,-1
"{0,1,2,3}",7,3002001,10,8,-1
"{0,1,2,3}",7,3002002,9,7,-1
"{0,1,2,3}",7,3002003,9,7,-1
"{0,1,2,3}",7,3002010,10,8,-1
"{0,1,2,3}",7,3002011,9,7,-1
"{0,1,2,3}",7,3002012,8,6,-1
"{0,1,2,3}",7,3002013,8,6,-1
"{0,1,2,3}",7,3002020,9,7,-1
"{0,1,2,3}",7,3002021,8,6,-1
"{0,1,2,3}",7,3002022,8,5,-1
"{0,1,2,3}",7,3002023,8,5,-1
"{0,1,2,3}",7,3002030,8,6,-1
"{0,1,2,3}",7,3002031,8,5,-1
"{0,1,2,3}",7,3002032,7,5,-1
"{0,1,2,3}",7,3002033,7,5,-1
"{0,1,2,3}",7,3002100,10,8,-1
"{0,1,2,3}",7,3002101,9,7,-1
"{0,1,2,3}",7,3002102,8,6,-1
"{0,1,2,3}",7,3002103,8,6,-1
"{0,1,2,3}",7,3002110,9,7,-1
"{0,1,2,3}",7,3002111,8,6,-1
"{0,1,2,3}",7,3002112,7,5,-1
"{0,1,2,3}",7,3002113,7,5,-1
"{0,1,2,3}",7,3002120,8,6,-1
"{0,1,2,3}",7,3002121,7,5,-1
"{0,1,2,3}",7,3002122,7,4,-1
"{0,1,2,3}",7,3002123,7,4,-1
"{0,1,2,3}",7,3002130,7,5,-1
"{0,1,2,3}",7,3002131,7,4,-1
"{0,1,2,3}",7,3002132,6,4,-1
"{0,1,2,3}",7,3002133,6,4,-1
"{0,1,2,3}",7,3002200,9,7,-1
"{0,1,2,3}",7,3002201,8,6,-1
"{0,1,2,3}",7,3002202,7,5,-1
"{0,1,2,3}",7,3002203,7,5,-1
"{0,1,2,3}",7,3002210,8,6,-1
"{0,1,2,3}",7,3002211,7,5,-1
"{0,1,2,3}",7,3002212,6,4,-1
"{0,1,2,3}",7,3002213,6,4,-1
"{0,1,2,3}",7,3002220,7,5,-1
"{0,1,2,3}",7,3002221,6,4,-1
"{0,1,2,3}",7,3002222,6,3,-1
"{0,1,2,3}",7,3002223,6,3,-1
"{0,1,2,3}",7,3002230,6,4,-1
"{0,1,2,3}",7,3002231,6,3,-1
"{0,1,2,3}",7,3002232,6,3,-1
"{0,1,2,3}",7,3002233,6,3,-1
"{0,1,2,3}",7,3002300,8,6,-1
"{0,1,2,3}",7,3002301,7,5,-1
"{0,1,2,3}",7,3002302,6,4,-1
"{0,1,2,3}",7,3002303,6,4,-1
"{0,1,2,3}",7,3002310,7,5,-1
"{0,1,2,3}",7,3002311,6,4,-1
"{0,1,2,3}",7,3002312,6,3,-1
"{0,1,2,3}",7,3002313,6,3,-1
"{0,1,2,3}",7,3002320,6,4,-1
"{0,1,2,3}",7,3002321,6,3,-1
"{0,1,2,3}",7,3002322,6,3,-1
"{0,1,2,3}",7,3002323,6,3,-1
"{0,1,2,3}",7,3002330,6,3,-1
"{0,1,2,3}",7,3002331,6,3,-1
"{0,1,2,3}",7,3002332,6,3,-1
"{0,1,2,3}",7,3002333,6,3,-1
"{0,1,2,3}",7,3003000,10,8,-1
"{0,1,2,3}",7,3003001,9,7,-1
"{0,1,2,3}",7,3003002,8,6,-1
"{0,1,2,3}",7,3003003,8,6,-1
"{0,1,2,3}",7,3003010,9,7,-1
"{0,1,2,3}",7,3003011,8,6,-1
"{0,1,2,3}",7,3003012,7,5,-1
"{0,1,2,3}",7,3003013,7,5,-1
"{0,1,2,3}",7,3003020,8,6,-1
"{0,1,2,3}",7,3003021,7,5,-1
"{0,1,2,3}",7,3003022,7,4,-1
"{0,1,2,3}",7,3003023,7,4,-1
"{0,1,2,3}",7,3003030,7,5,-1
"{0,1,2,3}",7,3003031,7,4,-1
"{0,1,2,3}",7,3003032,6,4,-1
"{0,1,2,3}",7,3003033,6,4,-1
"{0,1,2,3}",7,3003100,9,7,-1
"{0,1,2,3}",7,3003101,8,6,-1
"{0,1,2,3}",7,3003102,7,5,-1
"{0,1,2,3}",7,3003103,7,5,-1
"{0,1,2,3}",7,3003110,8,6,-1
"{0,1,2,3}",7,3003111,7,5,-1
"{0,1,2,3}",7,3003112,6,4,-1
"{0,1,2,3}",7,3003113,6,4,-1
"{0,1,2,3}",7,3003120,7,5,-1
"{0,1,2,3}",7,3003121,6,4,-1
"{0,1,2,3}",7,3003122,6,3,-1
"{0,1,2,3}",7,3003123,6,3,-1
"{0,1,2,3}",7,3003130,6,4,-1
"{0,1,2,3}",7,3003131,6,3,-1
"{0,1,2,3}",7,3003132,6,3,-1
"{0,1,2,3}",7,3003133,6,3,-1
"{0,1,2,3}",7,3003200,8,6,-1
"{0,1,2,3}",7,3003201,7,5,-1
"{0,1,2,3}",7,3003202,6,4,-1
"{0,1,2,3}",7,3003203,6,4,-1
"{0,1,2,3}",7,3003210,7,5,-1
"{0,1,2,3}",7,3003211,6,4,-1
"{0,1,2,3}",7,3003212,6,3,-1
"{0,1,2,3}",7,3003213,6,3,-1
"{0,1,2,3}",7,3003220,6,4,-1
"{0,1,2,3}",7,3003221,6,3,-1
"{0,1,2,3}",7,3003222,6,3,-1
"{0,1,2,3}",7,3003223,6,3,-1
"{0,1,2,3}",7,3003230,6,3,-1
"{0,1,2,3}",7,3003231,6,3,-1
"{0,1,2,3}",7,3003232,6,3,-1
"{0,1,2,3}",7,3003233,6,3,-1
"{0,1,2,3}",7,3003300,7,5,-1
"{0,1,2,3}",7,3003301,6,4,-1
"{0,1,2,3}",7,3003302,6,3,-1
"{0,1,2,3}",7,3003303,6,3,-1
"{0,1,2,3}",7,3003310,6,4,-1
"{0,1,2,3}",7,3003311,6,3,-1
"{0,1,2,3}",7,3003312,6,3,-1
"{0,1,2,3}",7,3003313,6,3,-1
"{0,1,2,3}",7,3003320,6,3,-1
"{0,1,2,3}",7,3003321,6,3,-1
"{0,1,2,3}",7,3003322,6,3,-1
"{0,1,2,3}",7,3003323,6,3,-1
"{0,1,2,3}",7,3003330,6,3,-1
"{0,1,2,3}",7,3003331,6,3,-1
"{0,1,2,3}",7,3003332,6,3,-1
"{0,1,2,3}",7,3003333,6,3,-1
"{0,1,2,3}",7,3010000,12,10,-1
"{0,1,2,3}",7,3010001,11,9,-1
"{0,1,2,3}",7,3010002,10,8,-1
"{0,1,2,3}",7,3010003,10,8,-1
"{0,1,2,3}",7,3010010,11,9,-1
"{0,1,2,3}",7,3010011,10,8,-1
"{0,1,2,3}",7,3010012,9,7,-1
"{0,1,2,3}",7,3010013,9,7,-1
"{0,1,2,3}",7,3010020,10,8,-1
"{0,1,2,3}",7,3010021,9,7,-1
"{0,1,2,3}",7,3010022,9,6,-1
"{0,1,2,3}",7,3010023,9,6,-1
"{0,1,2,3}",7,3010030,9,7,-1
"{0,1,2,3}",7,3010031,9,6,-1
"{0,1,2,3}",7,3010032,8,6,-1
"{0,1,2,3}",7,3010033,8,6,-1
"{0,1,2,3}",7,3010100,11,9,-1
"{0,1,2,3}",7,3010101,10,8,-1
"{0,1,2,3}",7,3010102,9,7,-1
"{0,1,2,3}",7,3010103,9,7,-1
"{0,1,2,3}",7,3010110,10,8,-1
"{0,1,2,3}",7,3010111,9,7,-1
"{0,1,2,3}",7,3010112,8,6,-1
"{0,1,2,3}",7,3010113,8,6,-1
"{0,1,2,3}",7,3010120,9,7,-1
"{0,1,2,3}",7,3010121,8,6,-1
"{0,1,2,3}",7,3010122,8,5,-1
"{0,1,2,3}",7,3010123,8,5,-1
"{0,1,2,3}",7,3010130,8,6,-1
"{0,1,2,3}",7,3010131,8,5,-1
"{0,1,2,3}",7,3010132,7,5,-1
"{0,1,2,3}",7,3010133,7,5,-1
"{0,1,2,3}",7,3010200,10,8,-1
"{0,1,2,3}",7,3010201,9,7,-1
"{0,1,2,3}",7,3010202,8,6,-1
"{0,1,2,3}",7,3010203,8,6,-1
"{0,1,2,3}",7,3010210,9,7,-1
"{0,1,2,3}",7,3010211,8,6,-1
"{0,1,2,3}",7,3010212,7,5,-1
"{0,1,2,3}",7,3010213,7,5,-1
"{0,1,2,3}",7,3010220,8,6,-1
"{0,1,2,3}",7,3010221,7,5,-1
"{0,1,2,3}",7,3010222,7,4,-1
"{0,1,2,3}",7,3010223,7,4,-1
"{0,1,2,3}",7,3010230,7,5,-1
"{0,1,2,3}",7,3010231,7,4,-1
"{0,1,2,3}",7,3010232,6,4,-1
"{0,1,2,3}",7,3010233,6,4,-1
"{0,1,2,3}",7,3010300,9,7,-1
"{0,1,2,3}",7,3010301,8,6,-1
"{0,1,2,3}",7,3010302,7,5,-1
"{0,1,2,3}",7,3010303,7,5,-1
"{0,1,2,3}",7,3010310,8,6,-1
"{0,1,2,3}",7,3010311,7,5,-1
"{0,1,2,3}",7,3010312,6,4,-1
"{0,1,2,3}",7,3010313,6,4,-1
"{0,1,2,3}",7,3010320,7,5,-1
"{0,1,2,3}",7,3010321,6,4,-1
"{0,1,2,3}",7,3010322,6,4,-1
"{0,1,2,3}",7,3010323,6,4,-1
"{0,1,2,3}",7,3010330,6,4,-1
"{0,1,2,3}",7,3010331,6,4,-1
"{0,1,2,3}",7,3010332,6,4,-1
"{0,1,2,3}",7,3010333,6,4,-1
"{0,1,2,3}",7,3011000,11,9,-1
"{0,1,2,3}",7,3011001,10,8,-1
"{0,1,2,3}",7,3011002,9,7,-1
"{0,1,2,3}",7,3011003,9,7,-1
"{0,1,2,3}",7,3011010,10,8,-1
"{0,1,2,3}",7,3011011,9,7,-1
"{0,1,2,3}",7,3011012,8,6,-1
"{0,1,2,3}",7,3011013,8,6,-1
"{0,1,2,3}",7,3011020,9,7,-1
"{0,1,2,3}",7,3011021,8,6,-1
"{0,1,2,3}",7,3011022,8,5,-1
"{0,1,2,3}",7,3011023,8,5,-1
"{0,1,2,3}",7,3011030,8,6,-1
"{0,1,2,3}",7,3011031,8,5,-1
"{0,1,2,3}",7,3011032,7,5,-1
"{0,1,2,3}",7,3011033,7,5,-1
"{0,1,2,3}",7,3011100,10,8,-1
"{0,1,2,3}",7,3011101,9,7,-1
"{0,1,2,3}",7,3011102,8,6,-1
"{0,1,2,3}",7,3011103,8,6,-1
"{0,1,2,3}",7,3011110,9,7,-1
"{0,1,2,3}",7,3011111,8,6,-1
"{0,1,2,3}",7,3011112,7,5,-1
"{0,1,2,3}",7,3011113,7,5,-1
"{0,1,2,3}",7,3011120,8,6,-1
"{0,1,2,3}",7,3011121,7,5,-1
"{0,1,2,3}",7,3011122,7,4,-1
"{0,1,2,3}",7,3011123,7,4,-1
"{0,1,2,3}",7,3011130,7,5,-1
"{0,1,2,3}",7,3011131,7,4,-1
"{0,1,2,3}",7,3011132,6,4,-1
"{0,1,2,3}",7,3011133,6,4,-1
"{0,1,2,3}",7,3011200,9,7,-1
"{0,1,2,3}",7,3011201,8,6,-1
"{0,1,2,3}",7,3011202,7,5,-1
"{0,1,2,3}",7,3011203,7,5,-1
"{0,1,2,3}",7,3011210,8,6,-1
"{0,1,2,3}",7,3011211,7,5,-1
"{0,1,2,3}",7,3011212,6,4,-1
"{0,1,2,3}",7,3011213,6,4,-1
"{0,1,2,3}",7,3011220,7,5,-1
"{0,1,2,3}",7,3011221,6,4,-1
"{0,1,2,3}",7,3011222,6,3,-1
"{0,1,2,3}",7,3011223,6,3,-1
"{0,1,2,3}",7,3011230,6,4,-1
"{0,1,2,3}",7,3011231,6,3,-1
"{0,1,2,3}",7,3011232,5,3,-1
"{0,1,2,3}",7,3011233,5,3,-1
"{0,1,2,3}",7,3011300,8,6,-1
"{0,1,2,3}",7,3011301,7,5,-1
"{0,1,2,3}",7,3011302,6,4,-1
"{0,1,2,3}",7,3011303,6,4,-1
"{0,1,2,3}",7,3011310,7,5,-1
"{0,1,2,3}",7,3011311,6,4,-1
"{0,1,2,3}",7,3011312,5,3,-1
"{0,1,2,3}",7,3011313,5,3,-1
"{0,1,2,3}",7,3011320,6,4,-1
"{0,1,2,3}",7,3011321,5,3,-1
"{0,1,2,3}",7,3011322,5,3,-1
"{0,1,2,3}",7,3011323,5,3,-1
"{0,1,2,3}",7,3011330,5,3,-1
"{0,1,2,3}",7,3011331,5,3,-1
"{0,1,2,3}",7,3011332,5,3,-1
"{0,1,2,3}",7,3011333,5,3,-1
"{0,1,2,3}",7,3012000,10,8,-1
"{0,1,2,3}",7,3012001,9,7,-1
"{0,1,2,3}",7,3012002,8,6,-1
"{0,1,2,3}",7,3012003,8,6,-1
"{0,1,2,3}",7,3012010,9,7,-1
"{0,1,2,3}",7,3012011,8,6,-1
"{0,1,2,3}",7,3012012,7,5,-1
"{0,1,2,3}",7,3012013,7,5,-1
"{0,1,2,3}",7,3012020,8,6,-1
"{0,1,2,3}",7,3012021,7,5,-1
"{0,1,2,3}",7,3012022,7,4,-1
"{0,1,2,3}",7,3012023,7,4,-1
"{0,1,2,3}",7,3012030,7,5,-1
"{0,1,2,3}",7,3012031,7,4,-1
"{0,1,2,3}",7,3012032,6,4,-1
"{0,1,2,3}",7,3012033,6,4,-1
"{0,1,2,3}",7,3012100,9,7,-1
"{0,1,2,3}",7,3012101,8,6,-1
"{0,1,2,3}",7,3012102,7,5,-1
"{0,1,2,3}",7,3012103,7,5,-1
"{0,1,2,3}",7,3012110,8,6,-1
"{0,1,2,3}",7,3012111,7,5,-1
"{0,1,2,3}",7,3012112,6,4,-1
"{0,1,2,3}",7,3012113,6,4,-1
"{0,1,2,3}",7,3012120,7,5,-1
"{0,1,2,3}",7,3012121,6,4,-1
"{0,1,2,3}",7,3012122,6,3,-1
"{0,1,2,3}",7,3012123,6,3,-1
"{0,1,2,3}",7,3012130,6,4,-1
"{0,1,2,3}",7,3012131,6,3,-1
"{0,1,2,3}",7,3012132,5,3,-1
"{0,1,2,3}",7,3012133,5,3,-1
"{0,1,2,3}",7,3012200,8,6,-1
"{0,1,2,3}",7,3012201,7,5,-1
"{0,1,2,3}",7,3012202,6,4,-1
"{0,1,2,3}",7,3012203,6,4,-1
"{0,1,2,3}",7,3012210,7,5,-1
"{0,1,2,3}",7,3012211,6,4,-1
"{0,1,2,3}",7,3012212,5,3,-1
"{0,1,2,3}",7,3012213,5,3,-1
"{0,1,2,3}",7,3012220,6,4,-1
"{0,1,2,3}",7,3012221,5,3,-1
"{0,1,2,3}",7,3012222,5,2,-1
"{0,1,2,3}",7,3012223,5,2,-1
"{0,1,2,3}",7,3012230,5,3,-1
"{0,1,2,3}",7,3012231,5,2,-1
"{0,1,2,3}",7,3012232,5,2,-1
"{0,1,2,3}",7,3012233,5,2,-1
"{0,1,2,3}",7,3012300,7,5,-1
"{0,1,2,3}",7,3012301,6,4,-1
"{0,1,2,3}",7,3012302,5,3,-1
"{0,1,2,3}",7,3012303,5,3,-1
"{0,1,2,3}",7,3012310,6,4,-1
"{0,1,2,3}",7,3012311,5,3,-1
"{0,1,2,3}",7,3012312,5,2,-1
"{0,1,2,3}",7,3012313,5,2,-1
"{0,1,2,3}",7,3012320,5,3,-1
"{0,1,2,3}",7,3012321,5,2,-1
"{0,1,2,3}",7,3012322,5,2,-1
"{0,1,2,3}",7,3012323,5,2,-1
