alphabet,m,word,D_ceil,L,min_g_loop
"{1,2,3}",7,1323223,2,1,-2
"{1,2,3}",7,1323231,2,1,-2
"{1,2,3}",7,1323232,2,1,-2
"{1,2,3}",7,1323233,2,1,-3
"{1,2,3}",7,1323311,2,1,-2
"{1,2,3}",7,1323312,2,1,-2
"{1,2,3}",7,1323313,2,1,-2
"{1,2,3}",7,1331111,4,3,-1
"{1,2,3}",7,1331112,3,2,-1
"{1,2,3}",7,1331113,3,2,-1
"{1,2,3}",7,1331121,3,2,-1
"{1,2,3}",7,1331122,3,1,-1
"{1,2,3}",7,1331123,3,1,-1
"{1,2,3}",7,1331131,3,1,-1
"{1,2,3}",7,1331132,3,1,-1
"{1,2,3}",7,1331133,3,1,-1
"{1,2,3}",7,1331211,3,2,-1
"{1,2,3}",7,1331212,3,1,-1
"{1,2,3}",7,1331213,3,1,-1
"{1,2,3}",7,1331221,3,1,-1
"{1,2,3}",7,1331222,3,1,-1
"{1,2,3}",7,1331223,3,1,-1
"{1,2,3}",7,1331231,3,1,-1
"{1,2,3}",7,1331232,3,1,-1
"{1,2,3}",7,1331233,3,1,-2
"{1,2,3}",7,1331311,3,1,-1
"{1,2,3}",7,1331312,3,1,-1
"{1,2,3}",7,1331313,3,1,-1
"{1,2,3}",7,1331321,3,1,-1
"{1,2,3}",7,1331322,3,1,-1
"{1,2,3}",7,1331323,3,1,-2
"{1,2,3}",7,1331331,3,1,-2
"{1,2,3}",7,1331332,3,1,-2
"{1,2,3}",7,1331333,3,1,-3
"{1,2,3}",7,1332111,3,2,-1
"{1,2,3}",7,1332112,2,1,-1
"{1,2,3}",7,1332113,2,1,-1
"{1,2,3}",7,1332121,2,1,-1
"{1,2,3}",7,1332122,2,1,-1
"{1,2,3}",7,1332123,2,1,-1
"{1,2,3}",7,1332131,2,1,-1
"{1,2,3}",7,1332132,2,1,-1
"{1,2,3}",7,1332133,2,1,-2
"{1,2,3}",7,1332211,2,1,-1
"{1,2,3}",7,1332212,2,1,-1
"{1,2,3}",7,1332213,2,1,-1
"{1,2,3}",7,1332221,2,1,-1
"{1,2,3}",7,1332222,2,1,-1
"{1,2,3}",7,1332223,2,1,-2
"{1,2,3}",7,1332231,2,1,-2
"{1,2,3}",7,1332232,2,1,-2
"{1,2,3}",7,1332233,2,1,-3
"{1,2,3}",7,1332311,2,1,-2
"{1,2,3}",7,1332312,2,1,-2
"{1,2,3}",7,1332313,2,1,-2
"{1,2,3}",7,1332321,2,1,-2
"{1,2,3}",7,1332322,2,1,-2
"{1,2,3}",7,1332323,2,1,-3
"{1,2,3}",7,1332331,2,1,-3
"{1,2,3}",7,1332332,2,1,-3
"{1,2,3}",7,1332333,2,1,-4
"{1,2,3}",7,1333111,2,1,-2
"{1,2,3}",7,1333112,2,1,-2
"{1,2,3}",7,1333113,2,1,-2
"{1,2,3}",7,1333121,2,1,-2
"{1,2,3}",7,1333122,2,1,-2
"{1,2,3}",7,1333123,2,1,-2
"{1,2,3}",7,1333131,2,1,-2
"{1,2,3}",7,1333132,2,1,-2
"{1,2,3}",7,1333133,2,1,-3
"{1,2,3}",7,1333231,2,1,-3
"{1,2,3}",7,1333232,2,1,-3
"{1,2,3}",7,1333233,2,1,-4
"{1,2,3}",7,1333321,3,1,-3
"{1,2,3}",7,1333322,3,1,-3
"{1,2,3}",7,1333323,3,1,-4
"{1,2,3}",7,1333331,3,1,-4
"{1,2,3}",7,1333332,2,1,-4
"{1,2,3}",7,1333333,2,1,-5
"{1,2,3}",7,2123311,3,1,-1
"{1,2,3}",7,2123312,3,1,-1
"{1,2,3}",7,2123313,3,1,-1
"{1,2,3}",7,2123321,2,1,-1
"{1,2,3}",7,2123322,2,1,-1
"{1,2,3}",7,2123323,2,1,-2
"{1,2,3}",7,2123331,2,1,-2
"{1,2,3}",7,2132311,3,1,-1
"{1,2,3}",7,2132312,3,1,-1
"{1,2,3}",7,2132313,3,1,-1
"{1,2,3}",7,2132321,2,1,-1
"{1,2,3}",7,2132322,2,1,-1
"{1,2,3}",7,2132323,2,1,-2
"{1,2,3}",7,2132331,2,1,-2
"{1,2,3}",7,2133111,3,2,-1
"{1,2,3}",7,2133112,3,1,-1
"{1,2,3}",7,2133113,3,1,-1
"{1,2,3}",7,2133121,3,1,-1
"{1,2,3}",7,2133122,3,1,-1
"{1,2,3}",7,2133123,3,1,-1
"{1,2,3}",7,2133131,3,1,-1
"{1,2,3}",7,2133132,3,1,-1
"{1,2,3}",7,2133133,3,1,-2
"{1,2,3}",7,2133211,2,1,-1
"{1,2,3}",7,2133212,2,1,-1
"{1,2,3}",7,2133213,2,1,-1
"{1,2,3}",7,2133221,2,1,-1
"{1,2,3}",7,2133222,2,1,-1
"{1,2,3}",7,2133223,2,1,-2
"{1,2,3}",7,2133231,2,1,-2
"{1,2,3}",7,2133232,2,1,-2
"{1,2,3}",7,2133233,2,1,-3
"{1,2,3}",7,2133311,2,1,-2
"{1,2,3}",7,2133312,2,1,-2
"{1,2,3}",7,2133313,2,1,-2
"{1,2,3}",7,2213311,3,1,-1
"{1,2,3}",7,2213312,3,1,-1
"{1,2,3}",7,2213313,3,1,-1
"{1,2,3}",7,2213321,2,1,-1
"{1,2,3}",7,2213322,2,1,-1
"{1,2,3}",7,2213323,2,1,-2
"{1,2,3}",7,2213331,2,1,-2
"{1,2,3}",7,2222223,1,0,-1
"{1,2,3}",7,2222231,1,0,-1
"{1,2,3}",7,2222232,1,0,-1
"{1,2,3}",7,2222233,1,0,-2
"{1,2,3}",7,2222311,3,1,-1
"{1,2,3}",7,2222312,3,0,-1
"{1,2,3}",7,2222313,3,0,-1
"{1,2,3}",7,2222321,2,0,-1
"{1,2,3}",7,2222322,2,0,-1
"{1,2,3}",7,2222323,2,0,-2
"{1,2,3}",7,2222331,2,0,-2
"{1,2,3}",7,2222332,1,0,-2
"{1,2,3}",7,2222333,1,0,-3
"{1,2,3}",7,2223111,3,2,-1
"{1,2,3}",7,2223112,3,1,-1
"{1,2,3}",7,2223113,3,1,-1
"{1,2,3}",7,2223121,3,1,-1
"{1,2,3}",7,2223122,3,0,-1
"{1,2,3}",7,2223123,3,0,-1
"{1,2,3}",7,2223131,3,0,-1
"{1,2,3}",7,2223132,3,0,-1
"{1,2,3}",7,2223133,3,0,-2
"{1,2,3}",7,2223211,2,1,-1
"{1,2,3}",7,2223212,2,0,-1
"{1,2,3}",7,2223213,2,0,-1
"{1,2,3}",7,2223221,2,0,-1
"{1,2,3}",7,2223222,2,0,-1
"{1,2,3}",7,2223223,2,0,-2
"{1,2,3}",7,2223231,2,0,-2
"{1,2,3}",7,2223232,2,0,-2
"{1,2,3}",7,2223233,2,0,-3
"{1,2,3}",7,2223311,2,0,-2
"{1,2,3}",7,2223312,2,0,-2
"{1,2,3}",7,2223313,2,0,-2
"{1,2,3}",7,2223321,1,0,-2
"{1,2,3}",7,2223322,1,0,-2
"{1,2,3}",7,2223323,1,0,-3
"{1,2,3}",7,2223331,1,0,-3
"{1,2,3}",7,2223332,1,0,-3
"{1,2,3}",7,2223333,1,0,-4
"{1,2,3}",7,2231111,4,3,-1
"{1,2,3}",7,2231112,3,2,-1
"{1,2,3}",7,2231113,3,2,-1
"{1,2,3}",7,2231121,3,2,-1
"{1,2,3}",7,2231122,3,1,-1
"{1,2,3}",7,2231123,3,1,-1
"{1,2,3}",7,2231131,3,1,-1
"{1,2,3}",7,2231132,3,1,-1
"{1,2,3}",7,2231133,3,1,-1
"{1,2,3}",7,2231211,3,2,-1
"{1,2,3}",7,2231212,3,1,-1
"{1,2,3}",7,2231213,3,1,-1
"{1,2,3}",7,2231221,3,1,-1
"{1,2,3}",7,2231222,3,0,-1
"{1,2,3}",7,2231223,3,0,-1
"{1,2,3}",7,2231231,3,0,-1
"{1,2,3}",7,2231232,3,0,-1
"{1,2,3}",7,2231233,3,0,-2
"{1,2,3}",7,2231311,3,1,-1
"{1,2,3}",7,2231312,3,0,-1
"{1,2,3}",7,2231313,3,0,-1
"{1,2,3}",7,2231321,3,0,-1
"{1,2,3}",7,2231322,3,0,-1
"{1,2,3}",7,2231323,3,0,-2
"{1,2,3}",7,2231331,3,0,-2
"{1,2,3}",7,2231332,3,0,-2
"{1,2,3}",7,2231333,3,0,-3
"{1,2,3}",7,2232111,3,2,-1
"{1,2,3}",7,2232112,2,1,-1
"{1,2,3}",7,2232113,2,1,-1
"{1,2,3}",7,2232121,2,1,-1
"{1,2,3}",7,2232122,2,0,-1
"{1,2,3}",7,2232123,2,0,-1
"{1,2,3}",7,2232131,2,0,-1
"{1,2,3}",7,2232132,2,0,-1
"{1,2,3}",7,2232133,2,0,-2
"{1,2,3}",7,2232211,2,1,-1
"{1,2,3}",7,2232212,2,0,-1
"{1,2,3}",7,2232213,2,0,-1
"{1,2,3}",7,2232221,2,0,-1
"{1,2,3}",7,2232222,2,0,-1
"{1,2,3}",7,2232223,2,0,-2
"{1,2,3}",7,2232231,2,0,-2
"{1,2,3}",7,2232232,2,0,-2
"{1,2,3}",7,2232233,2,0,-3
"{1,2,3}",7,2232311,2,0,-2
"{1,2,3}",7,2232312,2,0,-2
"{1,2,3}",7,2232313,2,0,-2
"{1,2,3}",7,2232321,2,0,-2
"{1,2,3}",7,2232322,2,0,-2
"{1,2,3}",7,2232323,2,0,-3
"{1,2,3}",7,2232331,2,0,-3
"{1,2,3}",7,2232332,2,0,-3
"{1,2,3}",7,2232333,2,0,-4
"{1,2,3}",7,2233111,2,1,-2
"{1,2,3}",7,2233112,2,0,-2
"{1,2,3}",7,2233113,2,0,-2
"{1,2,3}",7,2233121,2,0,-2
"{1,2,3}",7,2233122,2,0,-2
"{1,2,3}",7,2233123,2,0,-2
"{1,2,3}",7,2233131,2,0,-2
"{1,2,3}",7,2233132,2,0,-2
"{1,2,3}",7,2233133,2,0,-3
"{1,2,3}",7,2233211,1,0,-2
"{1,2,3}",7,2233212,1,0,-2
"{1,2,3}",7,2233213,1,0,-2
"{1,2,3}",7,2233221,1,0,-2
"{1,2,3}",7,2233222,1,0,-2
"{1,2,3}",7,2233223,1,0,-3
"{1,2,3}",7,2233231,2,0,-3
"{1,2,3}",7,2233232,2,0,-3
"{1,2,3}",7,2233233,2,0,-4
"{1,2,3}",7,2233311,1,0,-3
"{1,2,3}",7,2233312,1,0,-3
"{1,2,3}",7,2233313,1,0,-3
"{1,2,3}",7,2233321,3,0,-3
"{1,2,3}",7,2233322,3,0,-3
"{1,2,3}",7,2233323,3,0,-4
"{1,2,3}",7,2233331,3,0,-4
"{1,2,3}",7,2233332,2,0,-4
"{1,2,3}",7,2233333,2,0,-5
"{1,2,3}",7,2311111,5,4,-1
"{1,2,3}",7,2311112,4,3,-1
"{1,2,3}",7,2311113,4,3,-1
"{1,2,3}",7,2311121,4,3,-1
"{1,2,3}",7,2311122,4,2,-1
"{1,2,3}",7,2311123,4,2,-1
"{1,2,3}",7,2311131,4,2,-1
"{1,2,3}",7,2311132,4,2,-1
"{1,2,3}",7,2311133,4,2,-1
"{1,2,3}",7,2311211,4,3,-1
"{1,2,3}",7,2311212,4,2,-1
"{1,2,3}",7,2311213,4,2,-1
"{1,2,3}",7,2311221,4,2,-1
"{1,2,3}",7,2311222,4,1,-1
"{1,2,3}",7,2311223,4,1,-1
"{1,2,3}",7,2311231,4,1,-1
"{1,2,3}",7,2311232,3,1,-1
"{1,2,3}",7,2311233,3,1,-1
"{1,2,3}",7,2311311,4,2,-1
"{1,2,3}",7,2311312,3,1,-1
"{1,2,3}",7,2311313,3,1,-1
"{1,2,3}",7,2311321,3,1,-1
"{1,2,3}",7,2311322,3,1,-1
"{1,2,3}",7,2311323,3,1,-1
"{1,2,3}",7,2311331,3,1,-1
"{1,2,3}",7,2311332,3,1,-1
"{1,2,3}",7,2311333,3,1,-2
"{1,2,3}",7,2312111,4,3,-1
"{1,2,3}",7,2312112,3,2,-1
"{1,2,3}",7,2312113,3,2,-1
"{1,2,3}",7,2312121,3,2,-1
"{1,2,3}",7,2312122,3,1,-1
"{1,2,3}",7,2312123,3,1,-1
"{1,2,3}",7,2312131,3,1,-1
"{1,2,3}",7,2312132,3,1,-1
"{1,2,3}",7,2312133,3,1,-1
"{1,2,3}",7,2312211,3,2,-1
"{1,2,3}",7,2312212,3,1,-1
"{1,2,3}",7,2312213,3,1,-1
"{1,2,3}",7,2312221,3,1,-1
"{1,2,3}",7,2312222,3,0,-1
"{1,2,3}",7,2312223,3,0,-1
"{1,2,3}",7,2312231,3,0,-1
"{1,2,3}",7,2312232,3,0,-1
"{1,2,3}",7,2312233,3,0,-2
"{1,2,3}",7,2312311,3,1,-1
"{1,2,3}",7,2312312,3,0,-1
"{1,2,3}",7,2312313,3,0,-1
"{1,2,3}",7,2312321,3,0,-1
"{1,2,3}",7,2312322,3,0,-1
"{1,2,3}",7,2312323,3,0,-2
"{1,2,3}",7,2312331,3,0,-2
"{1,2,3}",7,2312332,3,0,-2
"{1,2,3}",7,2312333,3,0,-3
"{1,2,3}",7,2313111,3,2,-1
"{1,2,3}",7,2313112,3,1,-1
"{1,2,3}",7,2313113,3,1,-1
"{1,2,3}",7,2313121,3,1,-1
"{1,2,3}",7,2313122,3,0,-1
"{1,2,3}",7,2313123,3,0,-1
"{1,2,3}",7,2313131,3,0,-1
"{1,2,3}",7,2313132,3,0,-1
"{1,2,3}",7,2313133,3,0,-2
"{1,2,3}",7,2313211,3,1,-1
"{1,2,3}",7,2313212,3,0,-1
"{1,2,3}",7,2313213,3,0,-1
"{1,2,3}",7,2313221,3,0,-1
"{1,2,3}",7,2313222,3,0,-1
"{1,2,3}",7,2313223,3,0,-2
"{1,2,3}",7,2313231,3,0,-2
"{1,2,3}",7,2313232,3,0,-2
"{1,2,3}",7,2313233,3,0,-3
"{1,2,3}",7,2313311,3,0,-2
"{1,2,3}",7,2313312,3,0,-2
"{1,2,3}",7,2313313,3,0,-2
"{1,2,3}",7,2313321,3,0,-2
"{1,2,3}",7,2313322,3,0,-2
"{1,2,3}",7,2313323,3,0,-3
"{1,2,3}",7,2313331,3,0,-3
"{1,2,3}",7,2313332,3,0,-3
"{1,2,3}",7,2313333,3,0,-4
"{1,2,3}",7,2321111,4,3,-1
"{1,2,3}",7,2321112,3,2,-1
"{1,2,3}",7,2321113,3,2,-1
"{1,2,3}",7,2321121,3,2,-1
"{1,2,3}",7,2321122,3,1,-1
"{1,2,3}",7,2321123,3,1,-1
"{1,2,3}",7,2321131,3,1,-1
"{1,2,3}",7,2321132,3,1,-1
"{1,2,3}",7,2321133,3,1,-1
"{1,2,3}",7,2321211,3,2,-1
"{1,2,3}",7,2321212,3,1,-1
"{1,2,3}",7,2321213,3,1,-1
"{1,2,3}",7,2321221,3,1,-1
"{1,2,3}",7,2321222,3,0,-1
"{1,2,3}",7,2321223,3,0,-1
"{1,2,3}",7,2321231,3,0,-1
"{1,2,3}",7,2321232,2,0,-1
"{1,2,3}",7,2321233,2,0,-2
"{1,2,3}",7,2321311,3,1,-1
"{1,2,3}",7,2321312,2,0,-1
"{1,2,3}",7,2321313,2,0,-1
"{1,2,3}",7,2321321,2,0,-1
"{1,2,3}",7,2321322,2,0,-1
"{1,2,3}",7,2321323,2,0,-2
"{1,2,3}",7,2321331,2,0,-2
"{1,2,3}",7,2321332,2,0,-2
"{1,2,3}",7,2321333,2,0,-3
"{1,2,3}",7,2322111,3,2,-1
"{1,2,3}",7,2322112,2,1,-1
"{1,2,3}",7,2322113,2,1,-1
"{1,2,3}",7,2322121,2,1,-1
"{1,2,3}",7,2322122,2,0,-1
"{1,2,3}",7,2322123,2,0,-1
"{1,2,3}",7,2322131,2,0,-1
"{1,2,3}",7,2322132,2,0,-1
"{1,2,3}",7,2322133,2,0,-2
"{1,2,3}",7,2322211,2,1,-1
"{1,2,3}",7,2322212,2,0,-1
"{1,2,3}",7,2322213,2,0,-1
"{1,2,3}",7,2322221,2,0,-1
"{1,2,3}",7,2322222,2,0,-1
"{1,2,3}",7,2322223,2,0,-2
"{1,2,3}",7,2322231,2,0,-2
"{1,2,3}",7,2322232,2,0,-2
"{1,2,3}",7,2322233,2,0,-3
"{1,2,3}",7,2322311,2,0,-2
"{1,2,3}",7,2322312,2,0,-2
"{1,2,3}",7,2322313,2,0,-2
"{1,2,3}",7,2322321,2,0,-2
"{1,2,3}",7,2322322,2,0,-2
"{1,2,3}",7,2322323,2,0,-3
"{1,2,3}",7,2322331,2,0,-3
"{1,2,3}",7,2322332,2,0,-3
"{1,2,3}",7,2322333,2,0,-4
"{1,2,3}",7,2323111,2,1,-2
"{1,2,3}",7,2323112,2,0,-2
"{1,2,3}",7,2323113,2,0,-2
"{1,2,3}",7,2323121,2,0,-2
"{1,2,3}",7,2323122,2,0,-2
"{1,2,3}",7,2323123,2,0,-2
"{1,2,3}",7,2323131,2,0,-2
"{1,2,3}",7,2323132,2,0,-2
"{1,2,3}",7,2323133,2,0,-3
"{1,2,3}",7,2323211,2,0,-2
"{1,2,3}",7,2323212,2,0,-2
"{1,2,3}",7,2323213,2,0,-2
"{1,2,3}",7,2323221,2,0,-2
"{1,2,3}",7,2323222,2,0,-2
"{1,2,3}",7,2323223,2,0,-3
"{1,2,3}",7,2323231,2,0,-3
"{1,2,3}",7,2323232,2,0,-3
"{1,2,3}",7,2323233,2,0,-4
"{1,2,3}",7,2323311,2,0,-3
"{1,2,3}",7,2323312,2,0,-3
"{1,2,3}",7,2323313,2,0,-3
"{1,2,3}",7,2323321,2,0,-3
"{1,2,3}",7,2323322,2,0,-3
"{1,2,3}",7,2323323,2,0,-4
"{1,2,3}",7,2323331,2,0,-4
"{1,2,3}",7,2323332,2,0,-4
"{1,2,3}",7,2323333,2,0,-5
"{1,2,3}",7,2331111,3,2,-2
"{1,2,3}",7,2331112,2,1,-2
"{1,2,3}",7,2331113,2,1,-2
"{1,2,3}",7,2331121,2,1,-2
"{1,2,3}",7,2331122,2,0,-2
"{1,2,3}",7,2331123,2,0,-2
"{1,2,3}",7,2331131,2,0,-2
"{1,2,3}",7,2331132,2,0,-2
"{1,2,3}",7,2331133,2,0,-2
"{1,2,3}",7,2331211,2,1,-2
"{1,2,3}",7,2331212,2,0,-2
"{1,2,3}",7,2331213,2,0,-2
"{1,2,3}",7,2331221,2,0,-2
"{1,2,3}",7,2331222,2,0,-2
"{1,2,3}",7,2331223,2,0,-2
"{1,2,3}",7,2331231,2,0,-2
"{1,2,3}",7,2331232,2,0,-2
"{1,2,3}",7,2331233,2,0,-3
"{1,2,3}",7,2331311,2,0,-2
"{1,2,3}",7,2331312,2,0,-2
"{1,2,3}",7,2331313,2,0,-2
"{1,2,3}",7,2331321,2,0,-2
"{1,2,3}",7,2331322,2,0,-2
"{1,2,3}",7,2331323,2,0,-3
"{1,2,3}",7,2331331,2,0,-3
"{1,2,3}",7,2331332,2,0,-3
"{1,2,3}",7,2331333,2,0,-4
"{1,2,3}",7,2332111,2,1,-2
"{1,2,3}",7,2332112,1,0,-2
"{1,2,3}",7,2332113,1,0,-2
"{1,2,3}",7,2332121,1,0,-2
"{1,2,3}",7,2332122,1,0,-2
"{1,2,3}",7,2332123,1,0,-2
"{1,2,3}",7,2332131,1,0,-2
"{1,2,3}",7,2332132,1,0,-2
"{1,2,3}",7,2332133,1,0,-3
"{1,2,3}",7,2332211,1,0,-2
"{1,2,3}",7,2332212,1,0,-2
"{1,2,3}",7,2332213,1,0,-2
"{1,2,3}",7,2332221,1,0,-2
"{1,2,3}",7,2332222,1,0,-2
"{1,2,3}",7,2332223,1,0,-3
"{1,2,3}",7,2332231,1,0,-3
"{1,2,3}",7,2332232,1,0,-3
"{1,2,3}",7,2332233,1,0,-4
"{1,2,3}",7,2332311,2,0,-3
"{1,2,3}",7,2332312,2,0,-3
"{1,2,3}",7,2332313,2,0,-3
"{1,2,3}",7,2332321,2,0,-3
"{1,2,3}",7,2332322,2,0,-3
"{1,2,3}",7,2332323,2,0,-4
"{1,2,3}",7,2332331,2,0,-4
"{1,2,3}",7,2332332,2,0,-4
"{1,2,3}",7,2332333,2,0,-5
"{1,2,3}",7,2333111,1,0,-3
"{1,2,3}",7,2333112,1,0,-3
"{1,2,3}",7,2333113,1,0,-3
"{1,2,3}",7,2333121,1,0,-3
"{1,2,3}",7,2333122,1,0,-3
"{1,2,3}",7,2333123,1,0,-3
"{1,2,3}",7,2333131,1,0,-3
"{1,2,3}",7,2333132,1,0,-3
"{1,2,3}",7,2333133,1,0,-4
"{1,2,3}",7,2333211,3,0,-3
"{1,2,3}",7,2333212,3,0,-3
"{1,2,3}",7,2333213,3,0,-3
"{1,2,3}",7,2333221,3,0,-3
"{1,2,3}",7,2333222,3,0,-3
"{1,2,3}",7,2333223,3,0,-4
"{1,2,3}",7,2333231,3,0,-4
"{1,2,3}",7,2333232,3,0,-4
"{1,2,3}",7,2333233,3,0,-5
"{1,2,3}",7,2333311,4,0,-4
"{1,2,3}",7,2333312,3,0,-4
"{1,2,3}",7,2333313,3,0,-4
"{1,2,3}",7,2333321,3,0,-4
"{1,2,3}",7,2333322,2,0,-4
"{1,2,3}",7,2333323,2,0,-5
"{1,2,3}",7,2333331,2,0,-5
"{1,2,3}",7,2333332,2,0,-5
"{1,2,3}",7,2333333,2,0,-6
"{1,2,3}",7,3111111,7,5,-1
"{1,2,3}",7,3111112,6,4,-1
"{1,2,3}",7,3111113,6,4,-1
"{1,2,3}",7,3111121,6,4,-1
"{1,2,3}",7,3111122,6,3,-1
"{1,2,3}",7,3111123,6,3,-1
"{1,2,3}",7,3111131,6,3,-1
"{1,2,3}",7,3111132,5,3,-1
"{1,2,3}",7,3111133,5,3,-1
"{1,2,3}",7,3111211,6,4,-1
"{1,2,3}",7,3111212,5,3,-1
"{1,2,3}",7,3111213,5,3,-1
"{1,2,3}",7,3111221,5,3,-1
"{1,2,3}",7,3111222,5,2,-1
"{1,2,3}",7,3111223,5,2,-1
"{1,2,3}",7,3111231,5,2,-1
"{1,2,3}",7,3111232,4,2,-1
"{1,2,3}",7,3111233,4,2,-1
"{1,2,3}",7,3111311,5,3,-1
"{1,2,3}",7,3111312,4,2,-1
"{1,2,3}",7,3111313,4,2,-1
"{1,2,3}",7,3111321,4,2,-1
"{1,2,3}",7,3111322,4,2,-1
"{1,2,3}",7,3111323,4,2,-1
"{1,2,3}",7,3111331,4,2,-1
"{1,2,3}",7,3111332,4,2,-1
"{1,2,3}",7,3111333,4,2,-1
"{1,2,3}",7,3112111,6,4,-1
"{1,2,3}",7,3112112,5,3,-1
"{1,2,3}",7,3112113,5,3,-1
"{1,2,3}",7,3112121,5,3,-1
"{1,2,3}",7,3112122,5,2,-1
"{1,2,3}",7,3112123,5,2,-1
"{1,2,3}",7,3112131,5,2,-1
"{1,2,3}",7,3112132,4,2,-1
"{1,2,3}",7,3112133,4,2,-1
"{1,2,3}",7,3112211,5,3,-1
"{1,2,3}",7,3112212,4,2,-1
"{1,2,3}",7,3112213,4,2,-1
"{1,2,3}",7,3112221,4,2,-1
"{1,2,3}",7,3112222,4,1,-1
"{1,2,3}",7,3112223,4,1,-1
"{1,2,3}",7,3112231,4,1,-1
"{1,2,3}",7,3112232,4,1,-1
"{1,2,3}",7,3112233,4,1,-1
"{1,2,3}",7,3112311,4,2,-1
"{1,2,3}",7,3112312,4,1,-1
"{1,2,3}",7,3112313,4,1,-1
"{1,2,3}",7,3112321,4,1,-1
"{1,2,3}",7,3112322,4,1,-1
"{1,2,3}",7,3112323,4,1,-1
"{1,2,3}",7,3112331,4,1,-1
"{1,2,3}",7,3112332,4,1,-1
"{1,2,3}",7,3112333,4,1,-2
"{1,2,3}",7,3113111,5,3,-1
"{1,2,3}",7,3113112,4,2,-1
"{1,2,3}",7,3113113,4,2,-1
"{1,2,3}",7,3113121,4,2,-1
"{1,2,3}",7,3113122,4,1,-1
"{1,2,3}",7,3113123,4,1,-1
"{1,2,3}",7,3113131,4,1,-1
"{1,2,3}",7,3113132,4,1,-1
"{1,2,3}",7,3113133,4,1,-1
"{1,2,3}",7,3113211,4,2,-1
"{1,2,3}",7,3113212,4,1,-1
"{1,2,3}",7,3113213,4,1,-1
"{1,2,3}",7,3113221,4,1,-1
"{1,2,3}",7,3113222,4,1,-1
"{1,2,3}",7,3113223,4,1,-1
"{1,2,3}",7,3113231,4,1,-1
"{1,2,3}",7,3113232,4,1,-1
"{1,2,3}",7,3113233,4,1,-2
"{1,2,3}",7,3113311,4,1,-1
"{1,2,3}",7,3113312,4,1,-1
"{1,2,3}",7,3113313,4,1,-1
"{1,2,3}",7,3113321,4,1,-1
"{1,2,3}",7,3113322,4,1,-1
"{1,2,3}",7,3113323,4,1,-2
"{1,2,3}",7,3113331,4,1,-2
"{1,2,3}",7,3113332,4,1,-2
"{1,2,3}",7,3113333,4,1,-3
"{1,2,3}",7,3121111,6,4,-1
"{1,2,3}",7,3121112,5,3,-1
"{1,2,3}",7,3121113,5,3,-1
"{1,2,3}",7,3121121,5,3,-1
"{1,2,3}",7,3121122,5,2,-1
"{1,2,3}",7,3121123,5,2,-1
"{1,2,3}",7,3121131,5,2,-1
"{1,2,3}",7,3121132,4,2,-1
"{1,2,3}",7,3121133,4,2,-1
"{1,2,3}",7,3121211,5,3,-1
"{1,2,3}",7,3121212,4,2,-1
"{1,2,3}",7,3121213,4,2,-1
"{1,2,3}",7,3121221,4,2,-1
"{1,2,3}",7,3121222,4,1,-1
"{1,2,3}",7,3121223,4,1,-1
"{1,2,3}",7,3121231,4,1,-1
"{1,2,3}",7,3121232,3,1,-1
"{1,2,3}",7,3121233,3,1,-1
"{1,2,3}",7,3121311,4,2,-1
"{1,2,3}",7,3121312,3,1,-1
"{1,2,3}",7,3121313,3,1,-1
"{1,2,3}",7,3121321,3,1,-1
"{1,2,3}",7,3121322,3,1,-1
"{1,2,3}",7,3121323,3,1,-1
"{1,2,3}",7,3121331,3,1,-1
"{1,2,3}",7,3121332,3,1,-1
"{1,2,3}",7,3121333,3,1,-2
"{1,2,3}",7,3122111,5,3,-1
"{1,2,3}",7,3122112,4,2,-1
"{1,2,3}",7,3122113,4,2,-1
"{1,2,3}",7,3122121,4,2,-1
"{1,2,3}",7,3122122,4,1,-1
"{1,2,3}",7,3122123,4,1,-1
"{1,2,3}",7,3122131,4,1,-1
"{1,2,3}",7,3122132,3,1,-1
"{1,2,3}",7,3122133,3,1,-1
"{1,2,3}",7,3122211,4,2,-1
"{1,2,3}",7,3122212,3,1,-1
"{1,2,3}",7,3122213,3,1,-1
"{1,2,3}",7,3122221,3,1,-1
"{1,2,3}",7,3122222,3,0,-1
"{1,2,3}",7,3122223,3,0,-1
"{1,2,3}",7,3122231,3,0,-1
"{1,2,3}",7,3122232,3,0,-1
"{1,2,3}",7,3122233,3,0,-2
"{1,2,3}",7,3122311,3,1,-1
"{1,2,3}",7,3122312,3,0,-1
"{1,2,3}",7,3122313,3,0,-1
"{1,2,3}",7,3122321,3,0,-1
"{1,2,3}",7,3122322,3,0,-1
"{1,2,3}",7,3122323,3,0,-2
"{1,2,3}",7,3122331,3,0,-2
"{1,2,3}",7,3122332,3,0,-2
"{1,2,3}",7,3122333,3,0,-3
"{1,2,3}",7,3123111,4,2,-1
"{1,2,3}",7,3123112,3,1,-1
"{1,2,3}",7,3123113,3,1,-1
"{1,2,3}",7,3123121,3,1,-1
"{1,2,3}",7,3123122,3,0,-1
"{1,2,3}",7,3123123,3,0,-1
"{1,2,3}",7,3123131,3,0,-1
"{1,2,3}",7,3123132,3,0,-1
"{1,2,3}",7,3123133,3,0,-2
"{1,2,3}",7,3123211,3,1,-1
"{1,2,3}",7,3123212,3,0,-1
"{1,2,3}",7,3123213,3,0,-1
"{1,2,3}",7,3123221,3,0,-1
"{1,2,3}",7,3123222,3,0,-1
"{1,2,3}",7,3123223,3,0,-2
